logMstar,f_DM
9.34043791191065,0.6731404535034244
9.662442438575662,0.5520637938552728
9.698829126723217,0.24200766058402245
9.761685275369542,0.47810860589716175
9.764335258783586,0.22734546004429912
9.77712863665516,0.33916810787639595
9.78007507058373,0.18234919812429562
9.873106006570818,0.12370292909962377
9.888003337217645,0.4770502132251315
9.898879961237483,0.4402896683373575
9.921705702390646,0.5303431748300746
9.92717798956877,0.21346082573310765
9.949278154109695,0.2575674316197022
9.95917187716037,0.1623793448777927
9.982493893352586,0.2974462687449647
10.006384830778348,0.09302106038010005
10.008366084362555,0.2085562263086208
10.015433687186025,0.22295659248747846
10.116888681329403,0.2405930241533436
10.117292727080805,0.3896227108030489
10.115075920679056,0.16079567886961232
10.13748746871932,0.1310159454185269
10.137477461142538,0.32814570419196654
10.163905757915597,0.23673527748830436
10.16663274084771,0.04377417514486859
10.169167418860988,0.1689040467298869
10.177263924308297,0.12511149743538552
10.192668292179759,0.1815885589064119
10.215776971074481,0.28528080097474284
10.20636106362106,0.36192733029887403
10.213544947229348,0.17860332457521244
10.224474686513615,0.35455550903129673
10.280730302585637,0.12255253661832255
10.254382191633509,0.2179986300935014
10.26731522757017,0.073863428396864
10.244932250779653,0.3606005594850076
10.288245663896271,0.26201128208539315
10.31436038766512,0.4023248000115768
10.309833731360847,0.0410817966356154
10.327032707795672,0.29538070755109935
10.325225206178764,0.43061323473980606
10.355631557924815,0.25058064122746726
10.336731676217104,0.04340027567755311
10.371831456531424,0.22200403908265154
10.379823406510685,0.17789605367212824
10.396906299590729,0.1312600973644611
10.415031186149047,0.2005715874740397
10.43307198232459,0.2224875320987384
10.421781143901802,0.18414004124077055
10.438445102103913,0.09084190033203243
10.445426450453873,0.05082586244700149
10.443381008710613,0.19056977672335385
10.474640115388869,0.0649656417147455
10.482530763676586,0.4116645438783605
10.46273088760184,0.18437817959197722
10.49138419663601,0.12404610521879489
10.480130778697827,0.16612090599945617
10.499770819707388,0.18589679956934524
10.519848839965988,0.2980204840368881
10.567754632183602,0.20050322239713814
10.584617624726103,0.3223198195285155
10.549422845006376,0.15077685823669784
10.565892741923093,0.24361509445466822
10.574330189114036,0.2105733982247251
10.60478099190328,0.12085043745083701
10.60612551249865,0.163379353040787
10.659775654320228,0.21079248550783558
10.657557823541193,0.25962527452767026
10.647300785030648,0.04941640244488288
10.650529712189567,0.22359162809069666
10.666729610796176,0.23399033609339348
10.722274468626447,0.11515494928227554
10.77471393493412,0.18883136675954404
10.833233535553767,0.25149376775295584
10.84008566863674,0.1550531426290831
10.875316687015252,0.2952360286454654
10.85242844852749,0.150562533720612
10.86781835220377,0.19834261250674368
10.863228380931897,0.1084120455570089
10.876728296437404,0.09698140469908256
10.914291219229922,0.2082421491023848
10.910478085201174,0.16056434447129753
10.9398886154096,0.17219910391597237
10.939165405650376,0.19789253102296311
10.947227855188387,0.21517740634805638
10.982906701645838,0.15151785617603453
10.992421791977666,0.18259145369679597
11.03299329777332,0.30480253426616133
11.06097618171161,0.2007776687395071
11.060327147312307,0.12627242189751875
11.129524530807348,0.22061888500488924
11.257425913692716,0.295588789605551
11.220526144644328,0.14818115020854417
11.335018885990726,0.3348816175546736
11.345980821622122,0.3838700783743575
11.367540224499306,0.17516222540027393
11.378811469743287,0.41918259388187973
11.443216055200395,0.3637274195747664
11.52143926126209,0.44602078606288587
11.509661177085093,0.3661654767447874
11.547095529253747,0.5089107232214628
11.547674097061124,0.25943470320348416
11.669751904418074,0.3165949935771293
11.742072880340437,0.38346184120086013
