logMstar,f_DM
9.91847942084794,0.1613960800210409
9.914820877275046,0.41678710650390893
9.976129116675267,0.278308465854449
10.08370351785925,0.17703817019939505
10.110305921898895,0.05359938590852642
10.149428428638114,0.20850514690927147
10.19668034939319,0.10357743340318637
10.19273891548019,0.14891988220647745
10.229681325825357,0.25182803259093145
10.230568827165234,0.37752769093565286
10.249840715203744,0.18497583749282187
10.374102282798844,0.08139784340081513
10.428539422095545,0.1651018157363563
10.40126127233343,0.13684576469110044
10.506003653411554,0.15395881052002158
10.589231970259666,0.2307658342013733
10.550030341204122,0.049830011160136634
10.663482100757612,0.16743661235551577
10.728229225876822,0.0726912928759893
10.784928870999954,0.14484721329164896
10.846097666233355,0.2167617331869065
10.887995143212677,0.17908721096178082
10.912546551663528,0.11670363568830933
10.983033779138239,0.2510817177832674
10.948627619154692,0.042516998883985746
11.014596561051816,0.21060855959201874
11.11365634373205,0.2574403043373962
11.17341234556471,0.2849301005840875
11.253692603725762,0.21063072782779269
11.293580066969877,0.26121343169704303
11.315813048254036,0.24260300646203925
11.306025609512542,0.2534383014419487
11.465192024021672,0.12205609733999134
11.489662607715404,0.34706817010198765
11.699419354200739,0.2732103539259403
