cataid	logmstar
9125	9.49738
9127	11.1827
9132	10.2366
9134	10.4629
9135	10.7694
9138	10.8301
9140	10.1162
9141	11.1208
9143	10.1922
9145	10.6475
9146	9.85263
9154	10.716
9156	10.2762
9158	10.8889
9159	10.5096
9160	10.593
9161	10.4994
9162	8.85719
9163	9.15749
9166	10.8411
9167	11.0807
9169	10.8804
9173	10.6423
9174	11.1276
9176	10.4442
9181	10.7924
9185	9.96371
9190	9.65678
9191	9.96598
9198	9.97043
9201	10.3823
9202	9.73125
9203	10.3784
9204	10.934
9205	10.8606
9207	10.5167
9208	10.9206
9209	10.6778
9213	10.5492
9216	11.1522
9217	10.4884
9233	10.8074
9235	11.1978
9245	11.0158
9247	10.8597
9248	11.2069
9258	10.4912
9260	10.6492
9261	10.9456
9263	10.9445
9264	9.68843
9266	11.3423
9269	10.7715
9274	10.4155
9278	10.1052
9279	10.1177
9280	9.77779
9282	10.735
9283	10.7307
9284	10.8155
9286	10.5465
9295	11.1092
9296	10.0664
9298	11.0802
9300	10.6393
9305	9.9845
9315	10.3396
9317	9.71812
9319	10.7542
9320	10.7308
9321	10.3512
9322	10.7532
9323	10.161
9324	10.238
9325	9.64278
9326	8.88993
9327	10.386
9328	10.7112
9337	10.1416
9342	9.68587
9343	9.65967
9346	9.63999
9352	8.94254
9357	10.7975
14450	11.2606
14455	10.1078
14460	8.65774
14464	11.0207
14465	10.2069
14466	10.9954
14468	8.6475
14471	10.5056
14472	10.5474
14473	10.5752
14474	9.98342
14475	11.0909
14476	10.377
14477	10.7097
14478	9.05327
14479	9.95917
14480	10.3739
14481	10.607
14482	10.9151
14485	10.86
14486	10.7891
14487	10.066
14488	11.3591
14489	11.2275
14490	10.5484
14491	11.0546
14492	10.8047
14493	11.007
14494	10.4342
14495	10.9293
14496	8.66998
14497	9.82449
14498	9.672
14499	10.977
14500	10.8076
14501	10.3345
14502	8.89503
14503	10.6991
14505	10.3753
14506	10.672
14507	10.9893
14508	10.0676
14510	10.9834
14511	10.3885
14513	11.3602
14514	9.18476
14515	9.05303
14516	10.7211
14517	10.5958
14518	9.8251
14519	9.9941
14520	10.3565
14521	9.68279
14522	10.8219
14523	10.0919
14524	9.95902
14525	10.766
14526	9.45675
14527	9.50053
14528	10.5953
14529	10.8578
14530	9.72558
14531	10.807
14532	10.9826
14533	10.4489
14534	10.5395
14535	10.583
14536	10.6614
14537	10.6319
14538	10.7966
14539	10.538
14540	9.54499
14541	10.5522
14542	9.51709
14543	10.9476
14544	11.1004
14545	9.86689
14546	9.85434
14547	10.1006
14548	10.0599
14549	10.2588
14550	10.8193
14551	10.7979
14552	10.8969
14553	9.51597
14555	8.76479
14557	10.815
14558	9.59455
14561	10.866
14562	9.9907
14565	11.3393
14566	10.0628
14567	10.871
14569	10.7515
14570	10.3718
14571	11.0796
14572	11.0461
14573	10.9064
14574	10.5899
14575	11.084
14576	10.8773
14577	10.3417
14578	10.6816
14579	10.9898
14580	10.4599
14582	9.96132
14583	9.22902
14584	9.77655
14585	10.3166
14586	9.86613
14587	10.5824
14588	11.0169
14589	11.1626
14590	10.2605
14591	10.5808
14592	9.94786
14593	11.1071
14596	9.93102
14597	10.2708
14598	10.6974
14599	10.3907
14600	9.13975
14601	10.9776
14602	10.7569
14603	10.3166
14605	10.5389
14606	10.128
14607	10.5589
14608	10.4123
14609	9.88142
14610	10.8459
14611	10.9892
14612	10.2884
14613	9.36608
14614	10.7497
14615	10.8849
14616	10.8845
14618	10.1642
14619	11.2271
14620	9.25774
14621	11.1372
14622	10.6774
14623	10.5561
14624	10.5671
14625	10.6311
14626	9.47819
14627	9.97659
14628	10.3256
14629	10.2242
14630	10.6609
14631	11.0933
14632	11.0763
14633	11.1919
14634	10.7435
14635	11.2367
14636	11.1548
14637	9.53974
14640	9.85305
14641	10.6408
14642	10.9779
14643	10.5946
14645	9.82161
14647	9.94939
14648	10.2883
14649	9.04598
14650	10.5684
14651	10.4724
14652	9.19104
14653	10.1518
14654	9.76285
14655	10.4358
14656	9.64972
14657	10.1565
14658	10.9501
14659	10.5983
14660	9.69276
14661	9.75553
14662	10.6575
14663	10.8273
14664	10.8058
14665	10.87
14666	10.636
14667	11.2408
14668	10.4367
14669	10.8647
14670	10.2175
14671	10.1159
14672	10.451
14673	10.9032
14674	10.9463
14675	9.86206
14676	10.88
14677	8.88738
14678	10.2406
14679	10.5187
14680	9.77056
14681	10.7831
14682	8.99578
14683	10.9289
14684	11.0011
14685	10.4487
14686	9.26315
14690	10.9572
14691	10.2057
14692	9.65822
14693	10.0736
14694	11.0677
14695	9.76161
14696	11.297
14697	10.9053
14698	10.4997
14699	9.7348
14700	10.3879
14701	10.0645
14702	10.2116
14703	10.3051
14704	9.73036
14705	10.3327
14706	11.1637
14707	9.95523
14708	10.8062
14710	10.9441
14711	11.2542
14712	10.9325
14713	10.2215
14714	10.3378
14715	10.5591
14716	9.9894
14717	9.22921
14718	10.9659
14719	10.0085
14720	10.591
14721	9.90035
14722	10.8909
14723	10.8612
14724	10.9335
14725	10.2023
14726	9.85666
14727	10.6454
14728	10.2643
14729	10.7045
14730	9.77652
14732	10.5767
14733	10.4428
14734	10.3037
14735	9.23688
14736	9.94946
14737	9.41228
14738	9.76536
14739	9.23487
14740	10.0667
14741	9.73849
14742	9.15733
14743	10.6215
14744	10.3982
14745	9.44683
14746	10.1333
14747	10.4698
14748	10.0658
14749	9.78075
14750	11.4257
14751	11.2398
14752	10.4605
14753	10.5816
14754	10.9144
14755	10.3168
14756	10.6831
14757	10.2824
14758	9.64476
14760	11.0667
14761	9.45952
14762	11.1419
14763	10.6507
14764	10.2393
14765	10.1462
14766	10.4025
14767	10.9292
14768	10.7152
14769	10.4968
14770	10.0145
14771	10.7397
14772	10.5983
14773	10.7234
14774	11.033
14775	10.0423
14776	11.3796
14777	10.494
14778	10.6725
14779	10.0226
14780	10.868
14781	10.6566
14782	10.1653
14783	9.3339
14784	10.1325
14785	10.3128
14786	10.081
14787	10.4232
14788	10.943
14789	10.211
14790	11.1153
14791	10.4652
14792	10.84
14793	10.6516
14794	10.4276
14795	9.98299
14796	10.121
14797	10.8441
14798	9.81588
14799	8.55262
14800	9.32758
14801	9.89275
14802	9.85924
14803	10.5709
14804	10.2275
14805	11.2103
14806	10.873
14807	9.88476
14808	10.1938
14809	10.086
14812	9.86864
14818	10.3354
14819	9.93936
14820	10.809
14821	10.387
14822	10.4896
14824	10.6252
14825	10.674
14826	10.9701
14827	9.85724
14828	10.6805
14829	10.7288
14830	10.6675
14831	10.3875
14832	10.0114
14833	10.9886
14834	10.7256
14835	11.1216
14836	10.4577
14837	11.5146
14838	9.83918
14839	10.1926
14840	10.5096
14841	10.5079
14842	10.944
14843	10.7246
14844	10.8828
14845	10.7985
14846	9.38146
14847	10.0801
14848	9.5319
14849	10.0905
14850	9.37455
14851	10.4019
14852	10.3197
14853	10.4845
14854	9.98894
14855	10.7137
14856	10.0094
14858	11.2889
14859	9.48998
14860	10.7679
14862	10.6014
14863	10.5196
14864	10.2413
14865	10.8069
14866	10.8998
14867	10.8218
14868	11.5793
14869	10.8334
14870	10.9563
14871	9.51449
14872	10.8275
14873	10.574
14874	10.9172
14875	10.7676
14876	10.6158
14877	11.2544
14878	10.4338
14879	10.1556
14880	10.6409
14881	11.0538
14882	10.9046
14883	9.5707
14884	11.2152
14885	10.1197
14886	10.6137
14887	11.1007
14888	11.2744
14889	10.4575
14890	10.6749
14891	10.6951
14892	10.8887
14893	10.7088
14894	10.809
14895	10.653
14896	10.9785
14897	10.6433
14898	10.4564
14899	10.8447
14900	10.5735
14901	11.1911
14902	10.794
14903	10.7039
14904	10.5082
14905	10.994
14907	10.4066
14908	10.5161
14909	10.8234
14910	11.2747
14911	9.45146
14913	10.0198
14914	10.2691
14915	10.0171
14916	9.29446
14917	10.4874
14918	10.586
14919	10.4704
14922	10.8301
14923	10.8132
14924	9.83702
14925	10.7043
14926	10.9843
14927	9.88154
14928	10.1419
14929	9.29813
14930	10.8253
14931	10.6795
14933	11.3387
14934	11.347
14935	10.2121
14936	10.8052
14937	10.6391
14938	10.3358
14939	10.8374
14940	11.2095
14941	11.2925
14942	11.1904
14943	10.9888
14950	9.84245
14951	10.5034
14952	10.9473
14953	10.3906
14954	10.5469
14955	10.8711
14956	10.5191
14957	10.3222
14958	9.65502
14959	9.69621
14960	9.47673
14961	10.7104
14962	11.2353
14963	11.1831
14964	10.7156
14965	10.8462
14966	11.1769
14967	9.90214
14968	10.5553
14969	10.6952
14972	10.8559
14973	10.48
14974	10.7092
14975	11.3999
14976	10.0703
14978	10.7359
14979	10.5821
14980	10.0708
14981	10.8519
14982	10.559
14983	11.1886
14984	9.59165
14985	10.6186
14986	10.0451
14987	9.98319
14988	10.4109
14989	10.5758
14990	10.804
14991	11.4411
14993	10.8471
14994	10.4816
14995	10.3908
14996	8.71137
14998	10.1251
14999	11.5029
15000	11.1904
15005	11.3922
15006	10.4739
15007	9.70875
15008	10.2489
15009	9.97292
15010	10.2256
15011	10.5768
15012	9.8693
15013	10.9006
15014	10.9139
15015	10.6684
15016	11.1194
15017	10.4991
15018	11.1175
15019	11.0262
15021	9.89513
15022	9.27634
15023	9.63129
15024	9.93618
15025	9.75205
15026	9.79362
15027	9.44094
15028	10.3805
15029	10.7167
15030	10.9349
15031	9.66063
15032	10.2043
15033	11.1553
15034	11.2547
15035	9.69506
15036	10.6136
15037	10.4804
15038	10.9726
15039	10.6189
15040	10.3702
15041	10.2359
15042	8.98396
15043	10.4166
15044	11.0575
15045	10.4362
15046	10.8031
15047	10.9897
15048	10.9378
15049	10.7673
15050	10.6104
15051	9.18342
15052	9.57643
15053	10.4644
15054	10.7598
15055	10.0328
15056	10.0652
15057	9.77461
15058	10.7735
15061	10.3549
15062	9.69871
15063	10.8797
15064	10.1308
15065	10.4838
15066	10.3938
15067	10.6349
15068	10.9789
15069	8.52571
15070	10.5154
15071	9.65884
15072	10.1702
15073	10.7151
15074	10.467
15075	10.4427
15076	10.7811
15077	9.87801
15078	10.8289
15079	10.5727
15080	10.3351
15081	10.9558
15082	11.1003
15083	11.2367
15084	10.5678
15085	10.6183
15086	10.3789
15087	11.1121
15088	10.6573
15089	9.42857
15090	9.92653
15091	10.2238
15092	9.8328
15093	9.21552
15094	9.36807
15095	10.9435
15096	11.133
15101	11.1801
15102	10.4924
15103	9.98887
15104	10.2933
15105	10.4275
15106	10.5029
15107	10.6924
15108	10.886
15109	10.2634
15110	9.47419
15111	10.2293
15112	10.592
15113	11.3706
15114	11.001
15116	9.93334
15117	10.156
15118	10.7077
15119	10.9204
15120	10.0536
15121	10.7084
15122	10.0294
15123	10.4159
15124	10.6043
15125	11.1199
15126	10.8257
15127	10.7703
15128	10.7715
15129	10.9324
15130	10.8204
15131	10.4875
15132	10.8142
15133	11.1243
15134	9.99158
15135	9.98505
15136	10.5175
15137	10.4826
15138	10.3737
15139	9.48371
15140	8.60193
15141	9.86582
15142	10.3054
15143	9.35955
15144	10.8004
15145	10.7025
15146	10.3563
15147	11.0525
15150	10.0988
15151	10.6826
15152	10.1895
15153	10.8887
15154	10.3724
15155	10.4307
15156	10.1215
15157	9.2666
15158	10.2651
15159	9.23764
15160	10.6331
15161	9.52755
15162	9.71219
15163	9.07279
15165	11.1525
15167	10.6064
15168	10.7451
15169	10.7897
15170	10.5745
15171	10.3399
15172	10.3359
15173	9.01128
15174	10.6588
15175	8.5796
15176	10.0692
15177	10.1023
15179	9.97468
15180	9.74799
15181	10.581
15182	9.57996
15183	10.4651
15184	10.836
15185	10.7562
15186	10.6011
15187	9.92552
15188	8.65844
15189	9.9374
15190	10.0504
15191	9.01753
15192	10.5714
15193	9.56052
15194	10.7669
15195	10.5454
15196	11.2109
15197	10.4329
15198	9.80581
15199	10.7277
15200	10.0918
15201	10.4234
15202	10.4078
15203	9.81693
15204	10.0284
15206	10.1388
15207	9.82348
15208	10.1781
15209	11.2078
15210	11.1319
15211	11.0249
15212	10.9423
15214	10.5971
15215	10.3741
15217	11.2067
15218	9.01164
15219	9.30722
15220	8.95198
15221	10.8317
15222	10.2427
15223	10.3546
15224	9.14368
15226	9.70349
15227	10.0638
15228	11.226
15229	9.9124
15230	10.2562
15231	10.887
15232	10.9718
15233	10.3204
15234	11.0594
15235	10.8953
15236	11.4732
15237	10.8025
15238	11.1563
15239	11.4139
15240	11.2918
15241	10.4208
15242	10.8302
15243	10.9252
15244	10.6799
15245	11.2427
15246	11.2335
15247	10.4925
15249	9.3553
15250	10.4425
15251	10.3449
15252	10.9197
15253	10.8281
15254	10.9667
15255	10.9105
