cataid	logmstar
136317	11.4376
136319	11.1468
136323	10.7277
136325	10.7509
136327	10.6741
136332	10.8138
136337	10.845
136346	10.6491
136352	9.99994
136353	10.8548
136355	10.7525
136356	10.1299
136357	11.2075
136358	11.0753
136360	10.2779
136361	9.6784
136362	10.8951
136363	10.9852
136366	10.3052
136367	11.1925
136371	11.2395
136373	9.37146
136377	9.39061
136379	10.7089
136380	9.68901
136393	11.0173
136395	9.92617
136396	10.4576
136401	10.0518
136402	10.9656
136404	9.27369
136406	10.6332
136407	10.6303
136408	9.91488
136409	10.239
136410	9.22308
136411	9.86327
136412	10.8426
136414	10.205
136415	10.4158
136417	8.96628
136418	11.2159
136421	10.4296
136422	10.308
136425	10.6841
136426	11.4036
136442	9.84247
136443	10.1023
136447	10.518
136448	10.0005
136449	10.7093
136450	10.9422
136451	10.0871
136452	10.925
136455	10.9037
136458	10.641
136461	9.62473
136463	10.3647
136468	11.0174
136469	10.6628
136471	10.0177
136473	9.18151
136476	11.1459
136482	9.8283
136485	10.9549
136486	10.8627
136487	10.5039
136492	11.1675
136495	11.2995
136496	10.2175
136497	10.3743
136498	10.2889
136501	11.1162
136503	10.7851
136504	10.8544
136505	10.6123
136507	10.2981
136508	10.1842
136511	8.98805
136514	8.95457
136516	10.6224
136517	10.6298
136526	10.3254
136527	10.5453
136529	10.7483
136533	10.4735
136534	10.9136
136537	10.7416
136540	9.77339
136545	11.013
136549	10.1253
136550	10.3031
136551	10.6168
136554	11.1098
136557	10.8147
136559	10.9015
136560	10.9715
136561	11.2272
136562	10.9217
136563	11.1405
136567	11.0772
136569	10.8286
136570	9.82835
136573	10.5787
136575	10.5422
136578	10.1488
136580	10.0873
136581	9.85357
136582	9.81485
136583	10.6273
136585	9.85846
136587	10.8897
136588	10.4353
136590	9.98948
136591	10.703
136594	8.9501
136595	8.89529
136600	10.9294
136603	8.97054
136604	11.3826
136605	11.0417
136606	11.0707
136607	10.929
136608	10.306
136609	10.379
136610	10.317
136611	10.4133
136612	10.0511
136613	10.294
136616	10.667
136618	10.0975
136621	9.75584
136623	10.3267
136624	10.3533
136625	10.3323
136626	10.0332
136627	10.8516
136628	11.2996
136631	9.84486
136632	10.1913
136633	9.34315
136634	10.0473
136635	9.3918
136636	9.64412
136637	9.92675
136638	9.49471
136639	9.61897
136640	9.69822
136641	10.3997
136643	9.99554
136644	10.4985
136645	10.2475
136646	10.8474
136647	10.1143
136648	10.5512
136650	10.564
136651	10.166
136652	10.4314
136654	10.3615
136655	10.3899
136672	9.12469
136684	11.1742
136687	10.7874
136688	10.4446
136689	9.6526
136690	11.169
136691	11.1451
136692	10.11
136694	9.94469
136696	9.98145
136698	9.82213
136699	10.206
136700	10.6503
136701	10.5208
136702	9.7303
136704	10.1032
136705	10.5618
136706	11.1162
136707	10.1064
136710	9.79348
136711	10.7617
136712	10.6784
136713	9.63095
136715	10.3539
136716	10.4637
136717	10.8517
136718	10.3389
136719	10.809
136720	10.5637
136721	10.7539
136722	10.0224
136723	10.6482
136725	10.205
136726	10.592
136727	9.2747
136728	10.589
136729	10.6226
136731	10.2822
136733	10.6842
136735	10.3246
136736	10.0593
136737	10.7524
136738	9.79417
136739	10.9635
136741	10.0797
136743	10.4496
136744	10.4712
136745	10.7674
136746	9.93855
136749	10.0999
136752	10.2897
136754	10.9464
136755	10.8182
136756	11.0713
136758	11.0364
136759	10.4974
136761	10.3772
136764	9.24646
136765	9.80741
136769	10.0018
136778	10.152
136783	11.118
136784	10.2367
136785	10.1873
136787	10.934
136788	10.5557
136789	10.2034
136790	10.2119
136791	10.5587
136792	11.3246
136793	10.4782
136794	9.01435
136795	11.0415
136796	10.3948
136797	10.8658
136799	9.5107
136800	10.9675
136801	11.0174
136810	11.0148
136812	10.6518
136813	11.5251
136814	10.1429
136815	10.9826
136816	10.7273
136818	10.6923
136830	8.71398
136833	10.1068
136835	10.3194
136837	11.1054
136841	10.4891
136842	10.7583
136843	10.951
136847	10.7231
136848	10.7792
136851	10.5947
136852	11.2229
136853	10.7443
136854	10.9932
136855	9.69336
136856	8.86431
136857	10.3424
136858	10.0083
136859	10.2358
136860	9.0794
136861	9.88336
136863	10.0187
136866	8.93833
136867	9.79564
136868	10.7555
136869	10.188
136870	10.1752
136871	9.77203
136872	10.2187
136873	10.0339
136875	10.9376
136877	9.93519
136880	9.82348
136881	9.60994
136882	9.90678
136886	9.67987
136889	10.6016
136890	10.5678
136891	11.3361
136893	10.4025
136894	8.77166
136896	10.0092
136897	11.0265
136899	9.99315
136901	9.45947
136904	9.16207
136909	10.5871
136916	11.0504
136917	9.10464
136918	9.47283
136919	10.5931
136920	10.3634
136921	10.014
136922	10.6857
136923	10.4124
136924	10.6591
136926	9.52206
136928	10.6135
136930	11.4874
136935	10.3224
136937	9.65568
136947	9.88078
136951	10.0973
136953	10.4239
136954	10.3033
136955	10.0106
136956	9.72249
136958	10.8483
136959	10.8646
136962	10.1936
136963	10.8397
136964	9.38374
136965	10.2475
136966	8.63694
136967	10.6746
136970	11.2047
136971	11.0179
136972	9.5616
136974	10.7934
136975	10.3792
136976	11.1622
136979	11.0161
136982	9.75003
136992	10.8844
136993	10.2466
136994	10.552
136995	10.071
136996	9.57304
136997	10.5812
136998	10.2788
136999	10.7603
137000	9.61228
137005	10.1174
137009	10.9319
137010	11.1189
137012	8.93154
137013	11.2855
137015	9.78156
137016	9.77991
137019	9.76727
137022	9.56497
137027	10.551
137030	10.666
137031	10.7805
137033	10.4067
137034	9.89943
137035	10.6746
137036	10.4571
137037	11.2377
137038	9.1467
137039	10.0005
137040	10.4893
137041	10.2097
137042	11.0957
137044	10.0462
137047	9.98477
137052	10.3142
137055	9.78646
137057	9.77576
137061	9.54929
137066	11.2556
137069	10.7007
137071	8.52695
137074	10.6136
137076	9.57096
137077	9.85961
137078	10.1238
137079	10.2528
137080	11.2101
137081	9.88636
137082	10.4124
137083	10.1603
137084	10.1412
137085	10.8632
137086	10.8825
137087	10.3628
137088	10.3917
137089	10.4697
137092	10.5064
137096	10.8584
137098	10.9968
137116	10.5173
137118	10.3782
137119	10.7522
137121	11.069
137123	9.72397
137124	10.4764
137125	10.7199
137127	10.9571
137129	10.4914
137130	10.428
137131	10.6091
137132	10.1809
137134	10.851
137138	10.5101
137140	10.5916
137145	10.3498
137146	10.3884
137148	9.8146
137150	10.189
137159	10.7574
137164	10.2984
137165	9.74911
137166	9.67392
137167	10.7018
137168	10.4884
137169	10.3405
137171	11.053
137172	10.7334
137173	10.3102
137175	10.5915
137176	10.5888
137178	10.4958
137179	10.5034
137180	11.3261
137181	10.7954
137184	11.4149
137186	10.041
137187	11.5805
137188	10.0879
137198	9.4237
137200	9.34953
137202	10.7798
137204	9.6757
137205	9.34074
137206	10.7641
137207	9.77916
137208	10.6307
137209	10.089
137210	10.4373
137211	10.4363
137219	9.91033
137221	10.9883
137225	9.78463
137240	10.5231
137242	10.8616
137243	10.4007
137244	10.9204
137245	10.5252
137246	10.3012
137251	10.6145
137255	10.4469
137263	10.2781
137264	10.7455
137266	10.5057
137267	10.0177
137268	9.75074
137270	10.9323
137273	11.4271
137274	11.2414
137275	10.6465
137280	10.1189
137288	10.995
137293	10.9936
137303	10.3112
137304	10.5212
137305	10.6013
137306	10.5402
137308	10.9391
137309	9.5228
137314	10.8235
137315	11.0019
137322	10.5599
137324	9.16673
137325	10.1252
137326	11.1686
137327	9.53765
137328	10.3268
137329	11.2883
137332	11.1706
137335	10.8994
137341	10.8019
137347	10.3028
137350	8.65259
137352	10.5525
137353	10.7331
137355	10.9822
137356	10.3109
137357	10.4597
137358	10.2908
137359	10.7933
137361	10.4365
137362	10.3542
137364	10.1636
137366	10.7979
137368	10.7969
137371	10.7982
137375	10.9767
137377	11.0726
137381	10.8408
137382	11.0478
137383	10.3086
137384	11.2406
137390	10.2109
137392	10.2902
137397	10.1786
137400	10.4868
137401	10.8854
137402	10.1446
137414	10.6444
137416	10.4439
137417	10.825
137419	11.3097
137420	10.8303
137421	10.4412
137423	10.4309
137424	10.3602
137425	9.76082
137428	10.895
137430	9.64113
137431	10.4323
137432	10.9523
137433	10.3378
137434	10.7898
137435	10.7985
137436	10.9779
137437	10.6196
137438	11.0282
137440	11.6893
137441	10.8706
137442	10.3139
137444	9.929
137445	10.6529
137446	11.1246
137447	10.5727
137448	10.5938
137450	10.2981
137451	10.5669
137452	10.0497
137453	10.5643
137454	10.0707
137458	9.38193
137460	10.6824
137461	10.9291
137466	10.6817
137470	11.4032
137472	10.398
137473	10.4241
137476	10.2148
137480	10.325
137481	10.2568
137482	11.056
137483	11.1489
137487	10.5153
137494	9.76082
137508	10.8209
137510	10.8565
137511	11.4017
137512	11.3518
137513	9.48923
137514	10.1472
137515	10.4629
137516	11.2085
137517	10.2975
137518	10.298
137519	10.2532
137522	10.4895
137523	10.8522
137524	10.2279
137525	11.0529
137527	10.285
137528	10.6204
137530	10.8558
137531	11.0092
137532	10.9474
137537	10.7478
137538	9.80418
137548	10.9677
137554	11.2487
137557	11.1894
137558	10.7437
137559	9.58169
137560	10.998
137562	10.1618
137563	10.2462
137564	10.3563
137565	10.8162
137567	10.9043
137569	10.3821
137570	9.57405
137578	11.5539
137579	10.2787
137581	9.67282
137586	10.4932
137592	10.9057
137593	9.81631
137597	9.73923
137599	10.5879
137600	10.1354
137601	10.4543
137602	11.0843
137604	10.8923
137607	10.9551
137612	10.8488
137614	10.1547
137616	9.93116
137621	10.7775
137625	10.4121
137627	10.6084
137628	10.8826
137630	10.4834
137631	10.9553
137632	10.0197
137635	10.7023
137638	11.0931
137639	10.7013
137645	10.5814
137649	10.1974
137659	10.1746
137662	10.7476
137663	10.7543
137664	9.98175
137665	10.7879
137667	10.8239
137668	10.0719
137669	10.914
137670	10.6412
137671	10.9373
137673	10.6494
137674	10.5398
137677	11.1391
137683	9.41113
137687	10.5951
137689	10.2061
137695	10.6552
137698	10.8445
137700	10.8098
137701	10.2979
137705	11.0155
137708	11.3903
137709	11.3758
137712	10.991
137713	10.4156
137717	11.1248
137718	10.6566
137723	10.7572
137726	10.0935
137727	10.6684
137729	10.6415
137731	10.3627
137732	9.99833
137733	10.7873
137736	11.0853
137738	11.4465
137739	10.9038
137746	10.1506
137757	10.3518
137758	10.5017
137759	10.0732
137760	11.3003
137762	11.143
137766	11.645
137768	11.0914
137769	11.0631
137770	11.4065
137772	10.8502
137775	11.2814
137776	10.5
137777	11.0911
137782	10.6265
137784	10.7188
137790	10.2997
137791	10.3975
137794	10.7509
137795	10.8102
137803	11.4156
137806	9.31272
137807	10.7237
137808	9.85171
137809	10.7581
137810	11.3405
137812	10.668
137815	11.0048
137816	10.538
137818	11.0562
137819	10.5711
137822	10.9932
137823	10.0758
137832	11.1804
137834	10.8785
137838	11.016
137841	8.88846
137842	10.821
137846	10.2909
137847	8.85869
137848	10.816
137849	10.5394
137850	10.7165
137851	10.6518
137853	10.3323
137854	10.398
137855	10.8277
137856	10.5612
137857	10.5605
137858	11.086
137859	11.2084
137860	10.7935
137861	10.765
137862	10.8039
137863	9.8287
137864	9.63513
137865	10.2939
137867	10.8146
137868	10.7731
137870	11.1964
137872	10.3449
137873	10.6787
137877	10.5374
137880	10.4761
137881	10.005
137899	10.1465
137900	10.7025
137901	10.8407
137902	9.95105
137903	9.84462
137904	10.4424
137905	11.2099
137906	10.7941
137911	10.9979
137913	11.2026
137919	10.3934
137920	10.7444
137928	10.808
137932	10.4164
137943	10.6839
137944	11.0761
137945	9.88415
137946	9.87046
137947	9.3541
137949	10.257
137950	11.0195
137954	11.0477
137955	10.7845
137967	10.3792
137987	10.1368
137989	10.6589
137992	10.6326
137993	10.9023
137998	10.2259
138004	11.0808
138007	10.8327
138008	10.4333
138009	11.0804
138010	10.4363
138011	10.7115
138012	11.0837
138014	11.0102
138015	10.9693
138016	10.9345
138020	11.4096
138021	10.5734
138027	10.729
138030	9.47492
138032	10.1594
138038	10.3175
138039	11.2345
138040	11.0942
138042	10.8408
138044	9.51041
138047	9.37323
138055	9.15728
138064	10.3641
138065	8.73909
138066	9.22588
138068	10.5618
138071	10.3828
138072	9.96105
138073	10.0312
138074	10.3241
138075	9.73125
138076	11.1784
138077	9.80558
138078	9.23676
138079	10.7407
138080	9.46032
138081	10.5867
138086	10.659
138087	10.3329
138088	10.6648
138089	10.1687
138094	8.813
138104	10.8187
138106	9.82819
138107	10.9558
138108	10.4365
138109	10.7389
138110	10.3334
138115	9.5613
138116	10.6924
138118	11.0498
138120	11.0129
138125	10.4097
138126	10.811
138133	10.3554
138138	10.5559
138139	10.4985
138141	9.37072
138142	10.758
138143	10.6581
138144	9.53582
138145	9.61223
138148	10.1249
138149	11.1783
138160	10.1211
138161	8.55039
138162	9.26044
138173	9.04779
138174	9.77951
138175	10.0005
138176	10.6498
138177	9.41736
138178	9.88661
138187	10.0602
138189	10.5058
138191	10.4145
138195	10.3904
138196	10.131
138197	10.5
138198	10.0683
138202	10.6591
138206	10.5593
138210	9.53212
138217	11.2404
138218	10.2383
138219	9.9858
138220	10.5921
138221	11.3471
138222	10.5918
138224	10.336
138228	10.5657
138229	10.677
138231	10.8437
138233	11.0278
138237	10.8078
138239	11.2284
138240	10.2235
138251	10.3841
138253	11.0006
138254	10.9127
138255	10.6594
138256	10.1374
138259	10.1139
138260	9.83641
138261	10.6844
138262	11.3127
138263	10.5821
138266	10.2385
138267	10.7856
138268	10.0942
138269	10.931
138270	10.8802
138272	10.956
138278	11.3698
138287	10.2489
138288	9.95984
138289	11.4571
138291	9.22075
138293	10.612
138294	10.634
138295	10.2256
138296	10.0351
138297	9.97759
138298	10.6888
138299	10.9093
138300	10.5548
138302	10.1566
138303	10.3072
138304	9.36803
138305	11.2582
138308	10.9787
138310	11.1901
138315	10.5141
138316	9.76706
138326	10.6723
138330	10.0092
138333	10.7551
138334	10.6869
138346	9.77361
138347	10.8259
138349	10.9389
138350	10.7008
138351	10.7928
138352	10.4741
138355	9.41768
138356	10.3641
138361	10.7582
138368	10.9027
138381	9.45323
138385	10.6851
138386	10.9668
138388	11.1121
138390	10.2238
138394	10.4392
138395	10.4378
138396	10.1858
138397	10.7303
138403	10.7087
138410	10.9203
138411	10.6101
138412	10.5469
138413	11.3711
138414	10.7516
138417	10.8752
138419	10.5909
138420	10.2738
138421	10.7094
138427	10.7876
138430	10.7366
138431	10.5329
138433	11.6429
138440	10.4327
138445	11.3615
138449	11.2707
138452	9.27443
138453	10.9281
138454	10.7062
138456	10.727
138458	10.1545
138459	10.7279
138462	10.8481
138464	11.0862
138467	10.659
138468	9.0408
138469	10.7517
138470	10.3965
138471	9.13608
138473	10.9978
138476	10.6094
138481	10.6707
138487	10.4226
138488	11.405
138491	10.8867
138493	10.1461
138494	11.4501
138495	11.5932
138500	10.4946
138504	10.9296
138505	10.8415
138516	9.13031
138523	10.7477
138529	11.1251
138530	10.6203
138531	10.721
138534	10.3733
138543	10.7531
138544	9.49614
138545	10.7887
138546	10.8289
138547	10.6366
138549	10.3593
138551	9.48736
138552	10.0828
138557	10.7751
138561	10.6829
138562	10.5556
138564	9.83216
138569	10.5501
138572	10.8108
138575	10.301
138576	9.76139
138577	10.5707
138582	11.2962
138583	11.1489
138584	11.3619
138588	9.95604
138589	10.2174
138590	10.5224
138596	10.3948
138598	11.1341
138599	10.9648
138602	10.2032
138603	10.998
138605	10.0595
138606	10.6237
138607	10.4074
138608	10.8063
138611	11.0546
138612	10.6043
138614	10.9136
138615	10.8266
138622	10.9345
138628	9.52349
138631	10.671
138632	10.6228
138633	10.3797
138635	10.847
138637	10.5974
138638	9.95564
138641	10.527
138642	10.3384
138643	10.2174
138644	10.4136
138653	10.4002
138655	10.7426
138656	10.4563
138662	10.257
138663	10.903
138664	10.2584
138665	10.5197
138666	9.92138
138667	9.69742
138668	11.1308
138669	10.9348
138670	11.4387
138672	10.616
138673	10.9317
138674	10.6214
138682	11.1044
138707	11.3341
138708	10.5801
138709	10.8318
138711	9.82728
138712	10.5905
138713	10.5586
138714	9.98984
138715	10.636
138716	10.1299
138717	10.8208
138718	10.8352
138721	11.012
138722	10.5408
138724	11.1604
138726	11.1201
138732	10.6738
138736	10.5215
138737	10.9644
138739	10.9093
138741	10.8417
138743	11.0594
138746	10.7015
138749	10.7093
138762	10.2182
138763	10.0429
138764	9.5019
138765	11.0047
138766	10.4146
138768	10.6903
138769	10.4618
138770	10.2671
138771	11.1194
138773	10.6357
138774	10.7211
138775	10.7754
138776	11.1947
138778	10.9541
138788	10.8923
138789	11.223
138792	10.7783
138795	9.50816
138797	10.3602
138799	11.2617
138800	10.8072
138801	11.0577
138804	10.6248
138805	10.8876
138806	11.0252
138808	11.495
138810	10.4344
138812	9.49971
138821	10.8936
138825	10.9697
138826	10.3808
138827	10.6573
138828	10.769
138829	10.0136
138830	10.3599
138831	9.93377
138833	11.1127
138836	10.7495
138837	10.8405
138839	10.0466
138847	10.2941
138849	10.6011
138850	10.2958
138851	10.9113
138854	11.1452
138861	10.8696
138862	9.83641
138863	10.8198
138864	9.73417
138869	10.5226
138872	10.8376
138876	9.27887
138878	10.5364
138884	10.695
138885	9.93523
138886	10.0464
138887	9.67232
138888	9.61997
138889	9.71557
138891	10.8038
138893	11.1858
138896	10.9639
138897	11.2615
138899	9.20876
138901	10.6481
138902	8.80883
138906	10.7589
138910	10.8363
138911	10.686
138912	10.7661
138913	10.6732
138914	8.54038
138916	11.0791
138917	11.0655
138919	10.8866
138920	10.6952
138921	10.2899
138922	11.1251
138923	10.8368
138925	10.3762
138929	10.4492
138939	10.9422
138941	10.2341
138942	9.79895
138943	10.5502
138944	9.58082
138948	11.0397
138951	9.33828
138952	11.0859
138957	10.966
138964	10.3923
138968	10.712
138977	10.9277
138980	10.2021
138981	9.50079
138983	10.7701
138984	10.7549
138986	11.0977
138987	10.676
138988	11.3178
138989	10.9885
138990	10.4382
138997	10.7884
139000	10.8373
139001	9.51025
139002	11.276
139003	10.9438
139004	10.6639
139005	9.70988
139007	9.72176
139008	10.6274
139012	11.3634
139013	11.0873
139017	10.6698
139018	10.7096
139020	9.72275
139030	10.6482
139031	10.9622
139033	10.4661
139034	10.5815
139035	11.0954
139036	11.2844
139037	10.5425
139038	10.9336
139039	11.0621
139046	10.5084
139055	10.4344
139057	10.8544
139058	10.2018
139059	10.3449
139060	11.0695
139061	11.1136
139062	10.7407
139064	10.9005
139066	11.4639
139069	10.8561
139071	11.2263
139072	10.7744
139073	10.7418
139075	11.3342
139079	10.7332
139092	10.9412
139094	9.84185
139095	10.104
139096	10.6164
139097	10.5001
139098	10.7598
139100	11.0412
139101	11.0314
139107	10.7933
139110	10.9508
139111	10.9689
139119	10.3537
139123	10.8179
139124	10.7982
139126	10.7614
139127	11.1881
139128	9.49491
139130	10.7345
139136	11.4021
139138	10.1919
139139	11.1045
139148	10.9834
139151	10.6242
139158	10.7263
139159	10.3381
143112	10.6288
143113	11.0181
143114	10.5759
143115	9.97258
143118	11.5395
143120	10.8028
143123	10.5205
143126	10.9822
143130	10.5397
143131	10.7291
143133	11.2454
143134	10.0183
143135	10.4426
143136	10.1457
143138	10.3884
143139	9.89151
143140	10.6406
143141	10.4906
143143	11.1379
143144	11.2644
143150	9.26662
143153	10.9769
143154	10.218
143159	10.8181
143162	10.8995
143163	10.7743
143165	9.94986
143166	11.2072
143167	10.7079
143168	10.771
143169	11.2712
143179	10.0173
143180	10.8483
143181	11.1997
143182	10.5447
143183	10.8924
143184	9.81175
143185	10.3205
143186	10.7268
143189	10.653
143192	11.1819
143196	10.0877
143204	10.6253
143207	10.6678
143208	10.9545
143209	10.0711
143213	10.4181
143220	10.7806
143221	10.7259
143222	10.485
143223	10.4438
143227	10.5159
143229	9.58419
143230	11.0987
143233	9.73186
143242	10.1599
143243	10.1768
143244	9.99266
143245	9.57967
143246	10.5111
143247	10.5285
143248	9.74733
143249	10.212
143250	11.3943
143251	10.7713
143252	11.0295
143255	10.9916
143261	10.0365
143268	9.31477
143269	10.667
143270	9.49378
143272	10.2802
143273	9.94568
143274	9.95607
143275	10.3492
143277	11.2693
143279	9.05138
143285	10.4213
143287	10.3559
143288	11.0477
143289	10.6268
143290	10.3747
143291	10.1969
143292	10.665
143293	9.59648
143295	8.94169
143296	11.0105
143297	10.7316
143300	10.4355
143301	10.9107
143302	11.1298
143311	10.4959
143312	11.0283
143313	9.75492
143315	10.7804
143316	10.9403
143317	9.20752
143318	10.1168
143319	11.3014
143320	11.068
143321	10.45
143322	10.2185
143324	11.4631
143325	11.3016
143328	10.5883
143330	11.3722
143331	10.4104
143339	11.0001
143341	10.4935
143342	10.5135
143343	10.0316
143344	11.464
143347	10.5162
143350	9.8988
143351	10.4759
143352	10.173
143357	10.2083
143365	10.447
143366	9.85964
143370	10.9892
143372	10.7294
143383	10.8013
143384	11.272
143386	10.01
143387	10.0378
143390	11.148
143391	11.1186
143392	10.5946
143396	11.0611
143399	10.3836
143400	10.8641
143407	10.9079
143409	10.9562
143411	10.924
143412	10.8201
143413	11.0428
143415	9.71128
143420	10.923
143423	9.2373
143424	10.4023
143425	10.841
143427	10.6911
143429	10.4124
143430	9.78374
143431	10.0593
143432	9.3772
143434	10.3155
143435	10.9463
143437	10.8119
143440	10.3489
143441	11.0096
143443	11.1573
143450	9.42559
143454	10.8566
143455	9.26718
143457	9.28046
143460	10.9668
143463	10.5118
143466	11.6458
143468	10.6388
143470	10.7335
143475	11.1234
143477	10.5598
143478	10.529
143481	10.5255
143483	9.91576
143486	10.9212
143495	10.135
143496	9.61626
143497	10.9337
143498	9.98068
143499	8.84012
143500	10.8251
143501	10.7302
143502	10.8015
143503	11.0105
143508	11.2658
143510	11.0034
143512	10.5864
143515	9.82094
143521	9.26863
143530	10.9131
143533	10.5234
143534	9.90338
143535	10.8509
143536	10.879
143537	10.2746
143538	10.8273
143539	10.098
143545	11.0186
143546	10.389
143547	10.5538
143548	9.93843
143549	9.7508
143550	11.1379
143551	11.1582
143552	10.2061
143553	11.5185
143558	9.85325
143559	10.93
143563	10.906
143564	10.3765
143565	10.7095
143566	10.3068
143570	9.76801
143571	9.68868
143573	10.4877
143574	10.2654
143576	10.4836
143578	10.1733
143580	9.99139
143581	10.6204
143582	10.3075
143583	10.4034
143586	10.1028
143587	9.64852
143589	10.2818
143590	10.2776
143592	10.4465
143595	10.4984
143596	10.2735
143597	10.3505
143599	10.4441
143600	11.3045
143601	9.70859
143604	9.43689
143605	10.5685
143606	10.0057
143607	9.96987
143608	10.1428
143609	10.2582
143611	9.88703
143612	9.94941
143613	11.3895
143614	10.4977
143616	11.1313
143617	10.3979
143621	9.72429
143622	10.7219
143624	10.3345
143635	9.421
143636	8.76754
143639	9.94238
143640	11.0002
143641	10.5931
143642	10.4524
143643	11.1266
143645	10.0857
143646	10.799
143648	11.2077
143652	10.832
143656	9.88792
143658	10.7672
143660	10.289
143671	10.3572
143675	10.8712
143676	11.039
143683	10.5809
143687	10.9422
143690	11.2313
143691	10.3158
143692	10.0622
143693	10.5745
143694	10.5885
143695	9.91233
143696	9.49893
143697	9.9859
143698	10.5044
143700	10.7108
143701	10.6309
143702	10.7762
143704	9.7058
143706	10.271
143708	10.8038
143715	10.4838
143721	10.9677
143726	10.8291
143727	10.4361
143731	9.75165
143732	10.7844
143733	10.1274
143734	9.46886
143735	10.925
143736	10.9588
143738	10.677
143739	10.2515
143740	10.6186
143741	11.0088
143742	11.0229
143745	8.91283
143746	10.6633
143747	10.4741
143749	10.4918
143750	9.48712
143752	11.1767
143755	10.3037
143756	11.3405
143757	10.2194
143766	10.797
143767	10.2735
143778	10.5845
143780	10.8527
143782	10.2891
143783	10.6879
143785	9.16877
143786	10.1444
143792	10.9541
143793	10.4319
143794	11.0099
143795	11.1786
143797	10.5244
143800	9.34665
143801	10.374
143802	9.56361
143807	10.7229
143811	10.6224
143814	9.18557
143816	9.63122
143818	10.3316
143819	10.9691
143820	9.79254
143821	11.0948
143823	10.9492
143824	9.1176
143827	11.08
143832	10.1621
143833	10.5328
143840	11.053
143841	10.2534
143842	10.5391
143843	10.3124
143844	10.6949
143845	11.208
143846	10.6066
143847	11.4228
143848	11.0928
143850	11.1725
143855	10.6981
143856	9.86271
143861	10.9455
143867	10.6928
143868	9.73225
143871	9.9818
143873	10.1192
143874	10.5523
143877	10.9226
143878	10.8184
143881	10.9053
143882	9.44241
143885	10.8703
143887	11.0422
143889	10.2611
143892	10.7792
143893	10.3271
143894	10.5845
143897	9.76681
143898	10.4575
143899	11.1356
143900	10.6598
143901	10.2715
143902	10.9605
143909	10.6895
143912	10.1512
143914	10.8541
143918	10.0108
143924	10.4118
143925	9.94631
143926	11.0555
143927	10.5101
143928	11.4176
143930	11.1222
143931	11.2103
143934	8.54122
143942	11.1532
143944	10.9838
143950	10.9587
143951	10.4772
143953	9.95352
143954	9.878
143957	11.0205
143959	10.5618
143966	10.7331
143968	10.7883
143970	10.9989
143979	11.2557
143980	11.2118
143982	10.5211
143983	10.8887
143985	10.9119
143986	10.6423
143987	10.1596
143988	10.5116
143989	10.4467
143990	10.9217
143991	11.1065
143992	11.1393
143993	10.438
143995	10.5899
144004	11.0497
144005	10.2493
144007	10.6826
144008	10.9556
144009	10.4651
144012	10.8531
144017	9.31276
144018	10.6715
144021	10.6524
144022	10.4956
144023	10.6654
144024	10.9029
144025	10.7633
144026	10.7284
144031	10.4175
144032	11.1555
144036	9.57099
144048	11.5199
144051	10.1436
144053	11.543
144054	10.683
144055	11.3257
144057	9.4078
144058	10.3708
144059	11.0831
144060	11.0685
144061	10.646
144062	11.6187
144065	10.8672
144067	11.1604
144068	10.543
144070	10.637
144071	10.8339
144072	10.5981
144073	10.6699
144074	10.1682
144075	10.4614
144077	10.5057
144081	10.9926
144083	11.1463
144085	11.1279
144086	10.9388
144102	10.2173
144105	9.44037
144106	10.2103
144109	10.4559
144116	10.8413
144117	10.2162
144118	10.2306
144119	10.4065
144120	10.9263
144121	10.567
144122	10.6427
144123	10.7168
144126	10.5722
144128	11.0142
144129	10.774
144130	10.8574
144131	10.7971
144133	10.793
144134	10.8239
144135	10.7731
144140	10.9622
144145	9.58843
144149	10.3371
144150	9.8139
144151	10.1416
144155	10.4001
144157	10.7873
144158	10.8445
144161	10.983
144163	10.8956
144164	11.1393
144165	10.6711
144168	10.6129
144169	11.035
144171	10.2168
144173	10.721
144174	10.9549
144175	10.7605
144176	9.30387
144177	9.83977
144178	9.72616
144180	10.577
144183	10.3046
144185	10.0716
144192	10.7302
144197	9.0293
144198	10.5103
144199	9.89686
144200	10.1658
144201	10.8076
144202	11.2696
144203	10.737
144204	10.9121
144206	10.4898
144207	11.2447
144208	10.574
144209	10.2731
144210	10.831
144212	10.5392
144216	10.8469
144219	11.0213
144220	10.8887
144236	8.5422
144237	11.0976
144238	10.2114
144239	10.093
144240	10.89
144241	11.1235
144243	8.73213
144244	10.6788
144245	10.1756
144246	11.3387
144247	9.50616
144248	10.836
144249	10.8896
144250	10.9525
144251	10.4783
144252	10.8491
144253	9.04292
144254	11.0298
144255	10.9062
144260	10.485
144262	10.6776
144265	10.6894
144268	10.8502
144275	10.6094
144276	11.0174
144277	10.8144
144278	10.7381
144281	10.5566
144283	10.6936
144284	10.8232
144285	10.6299
144287	9.87542
144289	11.1515
144292	10.6894
144294	10.9097
144295	9.36318
144296	10.3603
144297	11.4687
144300	10.425
144301	10.6263
144302	10.9511
144305	10.5769
144307	10.0816
144310	9.48634
144317	10.49
144320	10.2659
144323	10.4659
144324	10.4365
144326	11.1088
144327	10.7774
144328	10.8853
144329	10.9125
144330	9.99372
144331	9.86614
144333	9.94315
144334	10.9371
144335	11.0834
144336	9.96216
144337	9.71155
144338	8.73971
144339	9.78758
144340	9.74741
144341	10.6143
144342	10.2665
144343	10.3315
144344	10.7003
