catid logMstar
387680 10.3929
387681 10.6104
387682 10.1715
3876920 10.0756
387722 10.384
387815 9.93647
3878552 10.6819
3878561 10.183
3878584 9.77243
3878589 10.3757
387859 10.5805
3878612 10.2802
3878647 10.5323
3878832 10.4028
3878846 11.0386
3878902 10.0379
3879770 9.95815
3881366 10.3802
388146 11.0529
3882952 9.69039
388380 10.3792
3883856 9.86001
3883894 9.39304
388391 9.77785
388423 10.5928
3884651 10.7895
388513 10.9175
388558 11.0973
388559 10.6569
388595 9.66206
3886434 10.5838
388678 10.1801
3888628 10.476
3888673 9.96224
3888838 10.8089
3889350 10.4152
3889599 10.3889
3889811 10.1448
3890305 9.27499
3890632 11.2529
3890636 10.5311
3890637 10.0245
3890660 9.72097
3890676 10.3953
3890681 10.4457
3890898 10.0802
3891081 10.6129
3891082 9.86038
3891751 10.0697
3891831 10.7886
3897281 10.2559
3901985 10.4776
3902732 9.80332
3903675 10.4395
3903919 10.2783
3904345 10.4238
3904357 10.412
3904801 9.79199
39057 10.4833
3907189 10.4448
3907431 8.903
3907960 11.004
3908399 10.6547
3909358 10.1684
3909556 9.80743
3911227 10.0218
3911242 10.1783
3912128 10.0669
3912185 9.92901
3912690 11.2285
3913144 9.54528
3913340 9.82019
3913658 9.85165
39150 9.7849
39196 10.6341
39197 10.5439
39388 10.2832
39391 9.5586
39396 9.59477
39472 10.6923
39477 10.6396
39479 10.2046
39485 9.9749
39512 9.69653
39582 10.3769
396578 10.4516
396582 9.72656
396583 10.8522
396613 9.90474
39669 10.4345
396707 9.51144
396708 10.2673
396742 10.1257
396743 10.7431
396761 9.63598
396798 10.3692
396800 10.3045
396801 10.6221
396802 10.3991
396834 10.5783
396838 10.1644
396865 10.8192
397037 10.0141
39716 10.786
397207 10.5601
397294 10.4789
397298 11.0341
397453 10.7546
40016 9.8547
40020 10.0255
40083 10.3499
40110 10.6044
40120 9.70778
40164 10.4502
40236 10.0762
402408 10.7076
402421 11.0945
402423 9.89448
402546 10.0709
402728 10.0369
402757 10.575
402759 10.8483
40300 10.8669
40304 10.9978
40337 10.3219
40403 10.3526
40445 11.0489
40490 10.8964
40491 10.5187
40743 9.95082
40830 10.3723
41007 10.3716
41050 10.3876
41051 10.3474
41057 10.2314
41059 11.3207
41060 9.72034
41062 9.94306
41135 10.7376
41136 9.8717
41172 10.6519
41180 10.4629
41181 9.69453
41232 9.61286
41237 9.26099
41274 10.6203
41276 10.2248
417289 10.6098
417413 10.2387
417440 11.2336
417446 10.1655
417447 9.91608
417449 10.0732
417451 9.47312
417452 9.64575
417471 10.1438
417475 10.3102
417480 10.7975
417481 9.76355
417486 10.0369
417580 10.0336
418290 9.35784
418680 10.1912
418693 10.6704
418743 9.69857
418957 10.5973
419003 10.5423
419062 10.0082
419280 9.92162
419345 10.4851
419370 9.28047
419535 10.094
419547 9.89759
419548 10.7141
419572 10.3485
419574 10.5062
419649 10.4766
419650 9.77838
422046 10.2471
422291 11.3564
422292 10.4715
422389 10.458
422406 10.0736
422443 10.032
422527 10.3569
422562 9.97633
422571 10.0497
422612 10.5314
422807 11.3473
422808 10.3787
422812 10.3693
422830 10.0899
422832 9.96335
423198 10.6455
423267 10.0766
423761 10.6768
423794 10.8375
425769 9.78064
425811 10.5467
425914 9.99038
460456 10.0837
460608 9.87077
460643 9.98276
460682 9.49072
463142 10.6057
463170 9.59691
463645 10.045
47152 10.9929
47243 9.9528
47254 10.7854
47293 10.1918
47295 9.88337
47296 10.2503
47348 10.4558
47376 9.6296
47509 9.89781
47555 10.0875
47657 10.4324
47674 11.1017
47725 8.69066
47941 10.4009
48004 9.69174
48010 10.9082
48013 10.1959
48040 10.6062
48049 10.599
48053 9.7327
48328 10.2151
48377 10.8434
48428 10.2852
48470 11.0141
485097 10.7377
485099 10.3201
485100 9.83071
485126 9.78225
48515 10.2067
485195 9.95991
485224 10.0612
485279 9.58862
48548 11.0042
485506 11.3118
48556 9.93946
485647 9.76293
485684 11.0671
48576 9.47271
48580 10.259
485837 9.46075
48587 10.2252
485873 10.7612
485883 10.5333
485884 9.8361
485886 9.83065
485887 9.31261
485897 9.43128
485921 10.2561
485972 9.14576
486003 9.39493
48612 10.4049
486139 9.6481
486203 10.6388
486536 10.0748
486587 10.0597
48666 9.86216
486787 9.86635
48681 11.1523
486873 10.8891
486874 10.5059
487114 10.4653
487115 10.8186
48724 10.1844
48740 9.9907
48848 10.7159
49051 10.8519
491414 10.2317
491454 10.8568
491508 10.6058
491512 10.1252
491514 10.4442
491587 10.5108
492169 11.1379
492207 10.0971
492233 10.5171
492267 10.4737
49230 9.11213
492410 9.617
492411 10.6846
492480 10.1278
492485 10.3324
492486 10.1474
492487 9.96681
492690 10.2543
492718 9.92922
492762 10.5284
492941 10.3451
492987 10.3144
493028 10.7197
493601 10.4594
493609 10.081
493778 9.91682
493838 10.4323
493857 10.3014
493904 9.92907
493905 10.9172
496901 8.89118
496997 11.0897
497035 10.7288
497067 10.392
49729 10.6643
49761 9.78728
49784 10.2767
49937 10.8171
49941 11.3492
504579 9.62476
504600 10.0609
504678 9.95501
504879 10.4365
504959 9.50651
504997 10.2942
505313 10.569
505341 10.6973
505371 9.42773
505438 10.314
505765 10.9163
505800 10.3699
505915 10.5934
506116 10.3594
506119 11.0704
506120 10.0866
507719 10.7918
507720 10.004
507721 11.3604
508132 10.9708
508137 10.7904
508143 10.2181
508144 10.5027
508180 11.0536
508181 10.8344
508184 10.8037
508187 10.7846
508190 10.1721
508224 10.357
508225 10.3401
508268 10.2576
508312 10.2328
508315 11.0991
508316 10.4556
508353 9.3056
508441 8.85009
508478 10.317
508491 8.95559
508565 10.7078
508593 10.5704
508634 9.36714
508640 10.3708
508644 9.12763
508665 11.1444
508670 10.8324
508671 10.3443
508677 10.1911
508678 10.3535
508679 9.61594
508705 10.7278
508751 10.2488
508754 10.0319
508946 9.31802
509075 10.5428
509276 9.96035
509393 10.6663
509466 10.3752
509629 10.5345
509734 9.58345
509772 10.5579
509874 11.0722
509876 10.5863
509903 9.70052
509940 10.4925
511532 10.978
511535 10.9269
511558 10.0633
511617 9.92167
511728 9.94298
511864 10.0646
511887 10.4991
511892 10.8588
511923 9.43519
512021 9.99592
512099 10.6633
512312 10.3439
512351 10.2769
512436 10.2883
512552 10.5994
512555 10.1436
512997 9.8221
513145 10.6324
513148 9.73378
513328 10.4835
513331 10.362
514022 10.1599
514214 11.2275
514215 10.1058
514216 10.2627
514218 10.9582
516975 9.36154
517088 10.0146
517205 11.278
517206 10.1517
517210 10.0469
517211 10.8631
517214 10.2413
517215 10.1038
517218 9.85522
517236 10.2191
517244 10.4438
517278 11.1213
517279 10.0155
517457 10.7233
517465 10.0971
517590 9.26084
517798 10.3806
517971 9.70343
518715 10.3334
518828 10.6872
518829 9.95814
518913 10.7535
518914 10.4005
519141 10.9439
519225 10.6183
521348 9.81492
521372 10.6055
521383 11.0549
521575 10.1688
521738 10.8214
521767 10.3732
521823 10.878
521824 9.8288
521859 10.2882
521864 9.68324
521866 10.1114
521896 10.4256
521922 10.001
521949 10.7299
522033 10.6721
522076 9.74998
522151 10.1405
527513 10.1267
527984 10.7912
527985 9.32266
534626 10.0004
534644 9.95123
534738 9.97746
534755 10.6874
534758 11.0641
534760 10.7758
534943 9.87195
534971 10.8654
534980 10.086
535014 11.0422
535088 10.0749
535142 9.79811
535253 10.0015
535317 9.92794
535457 10.0213
535641 10.2661
535642 10.2355
535764 11.1995
536031 10.6309
536041 10.3296
536231 10.7789
536232 10.1376
536233 9.88505
536235 11.0581
536237 10.334
536296 10.0244
536454 11.0995
536466 10.3811
536488 8.87908
536567 10.1461
536570 10.9822
536897 9.54736
536962 11.1013
536963 10.8961
536964 10.7402
536994 11.2202
537004 10.3546
537031 10.9982
537035 9.94758
537036 9.73033
537057 10.5284
53706 10.3566
537084 10.9715
537127 10.171
537129 10.4457
537254 9.80599
537467 10.8256
53813 10.1382
53999 10.4468
54081 9.75377
54190 9.97741
54197 9.60728
54202 10.6029
54263 10.8829
54270 11.2875
54274 10.8518
543436 10.8333
543437 9.76382
543438 10.0321
543463 9.36893
543489 10.8958
543531 9.98196
543536 9.94765
543537 11.3413
543550 10.3758
543553 9.87467
543598 10.0618
543599 10.1448
543605 10.0624
543642 9.89465
543770 10.6558
54381 10.536
543861 9.76899
544049 10.4869
544104 10.6127
54415 9.85854
544179 10.1278
544209 9.82587
544259 9.89771
544260 10.3748
544281 11.2077
544304 10.9803
544328 10.5253
544330 11.3026
544360 9.81793
54462 10.3911
544707 9.92532
544749 10.9318
544755 10.7144
544954 10.5699
54500 10.8973
545012 9.53403
545020 10.2515
545220 8.58334
545454 10.7459
545903 10.7465
546021 9.25032
546026 9.19095
546040 10.862
54694 10.1629
54852 10.5405
54863 9.80896
548786 10.3522
548835 10.798
548954 10.7147
549070 10.0982
549073 9.95303
54917 10.2263
54918 11.0966
54921 10.9805
549223 9.71516
54923 10.4041
549296 10.9728
549313 9.86036
549343 10.7803
549706 10.5095
549980 10.021
55009 10.8445
550225 10.5483
550227 10.0965
550432 9.89973
55048 10.6815
550535 9.88007
550703 10.0954
550705 9.7372
550726 9.84583
550750 10.7338
550754 10.8437
550781 10.4065
55097 11.2304
55098 10.8148
55100 10.6586
551067 10.9597
551075 9.5539
551194 9.80424
55143 11.1683
55148 10.5484
551505 11.3444
551619 10.2152
55211 10.3873
55250 10.4742
55299 10.714
55328 10.0782
55373 10.4811
55713 9.57467
55771 10.8741
558972 9.95674
559067 10.6851
559114 10.0898
559250 10.9583
559398 10.53
559428 9.87072
559490 10.3119
55965 9.64055
559859 10.3191
56005 10.4233
56006 10.234
560119 10.4642
560258 9.84975
560287 10.9126
560288 9.62872
560295 9.91607
560337 10.5817
560339 9.81693
560341 11.22
560355 10.7632
560406 10.9037
560521 10.8905
56060 9.67162
56067 9.72378
560702 9.88421
560745 10.9637
560799 10.418
560836 10.5563
560881 9.93707
560918 10.8297
560925 9.91411
560976 10.6483
560982 10.3279
561032 10.7755
56106 10.0267
561091 9.27442
561274 10.843
561279 9.99013
56140 11.3377
561493 9.31915
561568 10.4432
561594 10.0052
561597 10.4398
561635 9.91017
561645 10.4608
561691 10.482
561785 10.5387
561793 10.0473
56181 10.354
561836 10.4616
56185 10.2714
56250 10.5889
567498 9.96086
567543 10.3509
567803 10.3548
567907 10.4121
567977 10.6441
568050 11.0418
568130 10.8459
568220 10.6231
568221 10.726
568222 10.7333
568242 9.96377
568243 10.1992
568545 10.4116
568713 10.4943
568714 10.6906
568817 10.975
568952 9.16053
569057 10.5107
569139 10.3945
569418 10.2492
569439 9.72041
569467 10.2067
569617 10.5754
569781 10.6417
570203 10.8368
570207 10.735
570214 9.32557
570240 10.0836
570363 10.0827
570366 10.4961
573998 10.311
574258 10.7608
574423 10.7656
574424 10.2231
574691 10.867
575237 11.1885
575268 10.699
575339 10.4228
575411 9.55182
575412 9.75237
575584 9.60342
575587 9.78193
575671 10.3264
583682 10.308
583723 11.2061
584050 10.0404
584648 10.4345
584682 11.415
584683 9.08675
584719 10.0174
584723 11.083
584990 10.3404
585000 9.65616
585196 10.5578
585215 11.0603
585216 10.4249
585432 10.2503
585501 10.3348
585624 10.386
585698 10.6952
585750 11.0272
586321 10.007
592272 10.8625
592275 9.8257
592294 10.5672
592384 9.91877
592425 10.794
592430 11.0597
592665 10.4189
592666 10.0278
592808 10.3185
592881 10.1661
592909 10.4197
592915 9.36569
593008 9.33388
593215 10.1094
593357 9.83467
593639 10.6238
593674 9.98796
593692 10.0839
593796 9.83619
593807 10.4098
593814 9.70391
593883 9.33199
594049 11.1233
594053 10.5502
594063 10.4932
594078 10.602
594841 10.0365
594933 10.3109
594961 11.2136
594975 8.88377
594992 9.25083
598929 10.8321
598947 10.8348
598948 10.2231
598966 9.86384
599000 10.7762
599076 10.5238
599834 11.2149
599838 11.1061
600446 10.1177
600501 10.6087
600564 9.48588
600677 10.949
600743 10.9844
600782 10.0612
600882 10.3016
600915 10.8306
600929 10.6363
600973 10.3925
601095 10.1501
601210 10.5998
601248 10.6975
601256 10.3307
601283 10.1554
601325 10.6608
601400 10.3515
601575 10.3873
601577 10.062
601625 10.8477
609246 11.0885
609717 10.1932
609777 10.959
609835 10.2359
609948 10.8584
609958 10.2223
609966 10.5633
610120 10.5721
610121 9.9145
610129 10.5897
610159 10.5091
610357 10.4055
610386 10.8143
610396 10.7078
610404 10.6851
610435 10.3578
610572 10.4619
610805 10.763
610876 9.93535
610926 10.2708
610930 10.2046
610937 10.5786
610938 10.8391
610976 10.3525
610978 10.2953
610991 10.0248
611064 10.3064
611078 9.99439
611107 10.7881
611298 10.1391
617429 10.2177
617522 10.3422
617693 11.1177
617732 8.96842
617767 9.80977
617935 9.90983
618057 10.4506
618100 11.061
618113 9.61867
618131 11.059
618133 10.5917
618138 9.60259
618142 10.2052
618151 10.5619
618155 10.2017
618476 10.5568
618605 9.96029
618612 10.8393
618661 11.0052
618662 10.1551
618663 9.56673
618905 10.0146
618907 9.60323
618908 10.4255
618912 10.3865
618914 9.9682
618929 11.3838
618930 10.464
618931 9.94286
618937 10.0714
618938 10.6831
618941 10.5961
618942 10.604
618943 9.62599
618947 10.6232
618976 10.5907
618988 10.0829
619066 10.8705
619096 9.69785
619107 10.1889
619123 9.7079
619258 10.1127
619311 10.6235
619480 10.2239
619905 10.3034
620150 10.0514
622032 10.3174
622082 10.8504
622163 9.76184
622210 10.0249
622228 10.8878
622349 10.4937
622350 11.0632
622352 10.6253
62239 10.8664
62244 10.1525
62269 10.3242
622979 10.5686
623017 10.8605
623018 9.67012
623043 10.4895
623097 10.2369
62312 9.25909
623120 10.2663
623143 10.3781
62319 9.86007
62332 9.74316
62334 10.0774
62336 10.5087
62339 9.37895
623414 9.60269
62344 9.60761
62361 11.3314
623677 11.1128
623736 9.95783
62377 9.38536
62983 9.96528
62990 10.4667
63018 10.2184
63187 9.83956
63210 10.3177
63275 11.273
636280 10.4397
63780 10.342
63935 9.38589
64085 10.0695
642106 10.6604
64983 10.0731
65083 10.6486
65214 10.5039
65408 10.9551
65410 10.0826
65473 10.0048
656580 10.4562
656763 11.0516
659897 10.6316
660107 10.4133
660108 10.2795
660155 10.7737
663408 11.2607
663409 10.4468
663418 9.7381
663440 9.99269
6844 10.6494
690138 10.221
691327 9.87784
692612 9.9491
693307 9.25684
69378 9.88601
69437 10.8121
69450 10.0308
69512 10.8354
69516 10.328
695915 9.6913
69604 10.1154
69716 11.0692
69717 10.5703
6974 10.6097
6975 9.92589
69862 10.3753
69903 10.3004
69986 10.9269
7001 10.1132
70016 10.0262
70017 9.98623
70021 9.94251
70022 10.9138
70088 10.47
70145 9.64636
70186 10.8706
70188 10.7562
70319 9.96481
70331 10.6401
70486 9.85495
70491 10.0324
70612 10.2654
70636 10.0976
70640 10.963
70670 11.2588
70672 10.478
70801 10.6629
70802 11.1008
70808 10.1708
70818 9.28304
70846 10.7911
70903 10.6468
70931 10.7299
71028 10.355
71033 9.8284
71034 9.95295
7104 10.1408
71063 11.1468
71119 10.6789
71178 11.0054
71196 10.2472
71310 10.2995
7139 10.5981
715643 9.34248
71580 10.0691
718506 9.44404
719185 9.2744
7203 10.3914
7209 10.8837
7289 11.1478
7376 10.2658
742632 10.5704
751313 9.57293
77064 10.4419
7715 10.8971
77219 9.33266
77238 8.8592
77345 9.86789
7742 10.2075
77610 9.84615
77648 10.0558
77705 10.8402
78350 10.3027
7839 11.0764
78522 10.5071
78530 10.3394
78633 9.80785
78659 10.9997
78660 10.613
78668 9.77353
78675 9.85119
78740 10.2163
79075 10.3706
79172 9.69715
7921 10.0674
79302 10.4605
79334 10.6864
79537 9.01882
79592 9.73075
79688 10.7552
7969 11.095
7970 9.83032
79706 9.22805
79733 10.1936
79748 10.3534
7980 9.96255
79810 9.81952
79834 10.7069
79866 10.2705
79876 9.99536
7992 10.9341
8011 10.4732
8130 10.7936
8223 9.98754
8277 10.336
8299 10.7309
8301 10.3958
8307 10.1464
83809 10.5197
83904 10.2735
84106 9.55591
84297 11.0415
84335 9.65108
84461 10.043
8450 9.55368
84517 10.4872
84521 9.94848
84610 10.6583
84655 10.0543
84680 10.5103
84734 11.0971
84740 10.7598
84743 11.0086
84752 9.69419
84763 10.2363
84764 10.1791
8487 10.5981
8488 9.31294
84897 10.4177
84982 10.5407
85012 10.4428
851165 9.05663
85160 10.479
85205 10.2868
85239 10.2885
8540 10.059
85416 10.1394
85448 10.8244
85559 10.6842
85638 9.55566
85667 10.9698
85707 10.8827
85810 10.2717
85814 10.2429
85884 9.65969
85924 9.96797
85995 10.7172
86270 10.3849
8709 10.2976
8721 10.0279
881005 8.61321
8812 10.0682
8865 10.633
8915 10.1486
8953 10.8204
8954 8.99461
8975 10.0207
9032 9.72817
91328 10.2973
91399 10.6361
91415 9.6411
91543 10.1519
91545 10.4567
91568 9.96291
91582 9.66195
91689 10.1994
91691 10.5119
91697 10.637
91959 10.0177
91961 10.9849
91962 10.4584
91963 11.0836
91988 11.1722
91989 10.1225
91999 10.543
92000 9.62407
92010 8.94252
92212 10.1011
92431 9.51565
92434 9.83324
92435 10.1797
92455 11.0111
92466 11.0468
92592 11.0812
92684 9.81565
92727 10.0859
92737 9.48511
92773 10.836
92778 10.46
9278 10.1052
92782 10.7059
92875 10.7359
92884 9.29701
93019 11.2046
93020 9.48901
9317 9.71812
9321 10.3512
9322 10.7532
93676 9.64125
93700 9.78112
93803 10.9236
93807 10.6897
93907 9.77819
93964 10.2716
93970 9.70549
97858 10.5874
97907 11.0337
97908 10.9622
97915 10.9324
97918 10.7088
97926 9.71192
98067 10.8052
98211 9.81025
98409 10.0486
98621 10.8104
98827 9.21836
98880 11.2315
98957 10.4382
98991 10.701
99028 10.8653
99031 10.8299
99034 10.1532
99035 10.5051
99116 10.1469
99120 10.4299
99121 10.2252
99151 10.6407
99203 10.4641
99428 10.8393
99854 10.5767
99878 9.5247
99928 10.6481
99931 10.4028
99933 10.433
99934 9.86763
99973 9.3165
99983 9.84855
