catid logMstar
272188 10.4677
272190 10.9891
272285 10.8149
272394 10.6636
272438 10.4004
272439 10.5461
272488 10.3711
272637 10.2334
272820 10.8211
272824 10.5381
272825 10.2869
272829 10.5277
272831 11.2096
272833 10.9573
272835 10.5268
272885 10.3197
272964 10.3494
272967 10.3814
272968 9.91517
272990 10.5924
272997 10.3785
273411 10.4458
273413 10.6404
273449 10.329
273493 10.3482
273542 10.2848
273546 10.7611
273654 10.9053
273833 9.911
273838 10.5197
273841 10.0673
273845 11.282
273846 8.56524
273848 10.1644
273849 10.6126
273850 11.1611
273851 9.84531
273852 10.1534
273887 9.98221
273888 10.1351
273890 10.5083
273892 10.7526
273902 9.54341
273928 10.4254
273963 10.0942
278241 10.9522
278350 11.2293
278355 10.3026
278368 10.5906
278493 11.1165
278725 10.9831
278773 9.45553
278804 9.78873
278840 10.432
278994 9.68441
279324 10.4224
279326 9.77355
279401 10.2727
279498 10.1611
279781 10.3441
279838 10.1647
279868 10.4013
279874 10.7939
279878 11.2727
279881 10.2184
279905 10.331
279910 11.0341
279913 9.87201
279932 10.9889
279934 10.4785
279941 10.1864
279944 10.4235
280105 10.418
280107 10.1052
28758 10.6698
287596 10.3684
287658 10.954
287690 10.9476
287691 10.2071
287692 11.2531
287693 10.4332
287705 10.6623
287766 10.0114
287892 10.6642
287931 10.2023
287950 9.67175
288164 10.3332
288374 9.94443
288397 9.87778
288518 9.99738
288681 10.3257
288689 10.0521
288692 10.8158
288693 10.1608
288694 10.6166
288724 10.8034
288796 10.7855
288803 10.6798
288845 9.98236
288852 10.6859
288877 10.7622
288880 9.99358
288947 9.94789
288990 10.8513
289096 11.1885
289102 10.1633
289113 10.5525
289117 10.6248
289168 9.1203
289170 9.73187
289202 10.2697
289203 10.635
289732 10.4977
289875 10.0075
289886 10.097
289957 10.2953
290266 9.84369
290323 10.9062
290355 10.4024
290359 10.5889
290362 9.75652
290363 10.3408
290405 10.2153
296435 9.56856
296586 10.7583
296636 10.1546
296743 10.5818
296744 9.45284
296753 9.02061
296795 10.8496
296835 10.606
296927 10.9327
297053 10.6141
297096 9.29849
297138 9.81958
297271 10.6918
297304 10.4553
297520 10.0463
297616 10.7576
298446 10.9156
298482 10.9316
298484 10.8235
298549 10.7246
298590 10.522
298611 10.2777
298663 10.3151
298741 9.97156
298742 10.0782
298761 11.0841
298790 10.1971
298791 10.7107
298958 9.5011
298980 9.93061
300370 10.2056
300406 10.9364
300411 10.8053
300554 9.83268
300618 10.3691
300657 10.8279
300658 10.7551
300659 10.3247
300691 10.3821
300694 10.4389
300695 10.1109
300756 9.74939
300757 10.3431
300787 10.3234
300889 9.66445
301203 10.5197
301255 10.2253
301523 10.4673
301555 10.2856
301559 10.6595
301562 9.60291
301596 9.87937
301599 10.9447
301601 10.2527
301606 10.0828
301607 9.97074
301608 10.2844
301609 9.88719
301615 9.50038
301754 10.5524
301761 10.3334
301795 10.6393
301937 11.0218
302031 10.174
302684 10.3523
302691 9.78801
302778 10.4172
302894 10.519
302995 10.2163
303010 9.92699
303100 10.4681
303123 10.1996
30361 11.3558
30364 10.5665
30367 10.7267
30393 10.785
30394 10.1073
30395 9.57185
30396 10.2673
30420 9.83974
30466 10.8811
30467 10.392
30469 11.2525
30470 10.6876
30471 10.4712
30473 10.067
30615 11.1584
30621 10.8493
30690 10.6297
30787 10.1262
30820 10.9679
30893 9.96786
30911 10.8831
30922 10.3114
30945 10.5537
30947 10.115
30953 9.77569
31059 10.2925
31274 9.8948
31525 9.98469
3156616 8.92854
31623 11.3369
31775 10.778
318608 10.7381
318609 9.44681
318635 9.26808
318840 10.9267
318846 10.4843
318881 9.29605
318902 10.2912
318913 9.28883
318939 9.63231
319058 10.7569
319059 10.0583
319067 10.9223
319070 10.7183
319137 9.87158
319140 9.76408
319196 10.2287
319231 10.111
319293 10.2979
319295 9.4463
319347 10.3828
319373 9.34458
319395 10.7013
319398 9.91503
319402 10.7955
319404 9.92729
319411 9.14394
319431 9.29359
319452 10.5108
319498 9.91949
319526 10.6758
319586 10.3112
319651 11.2332
319661 10.074
319762 10.5038
319998 9.94242
320148 10.5406
320153 10.1707
32017 10.7701
32019 10.8284
320277 10.3385
320285 10.2929
320379 9.89255
320549 10.5714
320752 9.47819
320807 10.3393
320829 9.31932
320846 9.5459
320849 10.2454
320885 10.6137
320889 10.2372
320938 10.7403
320940 10.2726
321035 9.85938
321099 9.81872
321142 9.2024
321146 9.71439
32140 10.5668
321452 11.0176
321467 10.1337
32195 9.94274
32196 11.064
32200 9.80161
32269 10.0537
32270 10.7073
32271 9.74742
322772 10.4864
322913 10.4535
323005 10.8818
323102 10.6512
323242 9.50053
323246 10.6137
323323 9.43051
323558 10.9093
323566 9.98698
323593 11.1556
323594 10.0731
323597 9.76913
323805 10.75
323886 11.0328
324157 9.45698
324325 9.82025
324349 10.8853
32443 10.0995
324845 10.544
324847 10.3227
325320 10.4067
325321 11.0461
325322 9.69287
325381 10.0647
325467 10.9895
32674 10.5548
341431 10.292
341708 10.6553
341931 9.67619
342013 10.3539
342019 10.4152
342026 9.82462
342029 10.0764
342073 10.8657
342110 10.2681
342111 9.75701
342114 11.1216
342115 9.62165
342120 10.0327
342122 9.9613
342124 10.0275
342147 11.0274
342162 9.25142
342194 9.98827
342198 10.2682
342199 10.6258
342271 9.59042
342298 9.67515
342686 11.1624
342697 10.4239
342699 10.5231
342702 10.4414
342706 10.6533
342708 10.6098
342710 10.6781
342714 9.49572
343000 10.6826
343005 10.5122
343077 10.2279
343078 10.6082
343084 9.82806
343121 9.98166
343122 9.98315
343203 9.74039
343343 10.2329
343344 10.1575
343550 10.1002
343637 10.3586
343639 10.6257
343640 10.9739
343744 10.7149
343938 10.3907
344001 9.78662
345523 10.4399
345605 10.0255
345647 10.5608
345648 10.3162
345711 10.6159
345735 9.97198
345755 10.8271
345758 11.2168
345765 10.695
345766 10.7085
345767 11.069
345770 9.68651
345779 9.89091
345814 10.1091
345845 11.2653
345848 10.9599
345852 10.6914
345927 11.0535
346006 9.98457
346010 9.99492
346046 10.1234
346213 10.4029
346317 9.85049
346623 10.6102
346837 10.1502
346887 10.5755
346888 10.5339
346890 10.4444
346894 10.4983
347395 10.7839
347396 11.1505
347398 11.0057
347403 9.9613
347432 11.1058
347471 10.8839
347852 9.85526
347904 10.5486
347964 9.84513
348009 10.1359
348010 10.2547
348115 11.1495
348219 10.6972
348238 10.4491
348274 11.2435
348278 9.9652
3551653 10.3612
3552178 10.7732
3552546 10.4508
3552615 10.3553
3552972 10.4005
3555687 10.1182
3556306 10.5973
3559254 10.0394
3575441 9.77887
3576027 10.1521
3576053 10.9394
3576609 9.87514
3576662 9.91665
3576691 9.57513
3576858 11.1065
3576986 9.92591
3577002 10.2704
3577328 9.79186
3577335 10.4449
3578211 9.72498
3578762 11.0369
3579300 10.5207
3579690 10.8942
3580515 9.70873
3580729 10.5621
3583206 11.1037
3583208 10.6513
3590079 10.4768
3590257 10.8253
3590354 8.96776
3591320 10.1122
3591331 9.83493
3591745 10.1115
3591792 9.92848
3591972 10.1565
3592760 9.89285
3592774 10.2764
3592961 10.1973
3592981 10.9066
3594175 11.3988
3599512 10.5382
3599553 10.2865
3599755 11.5966
3599818 11.021
3600083 10.9999
3600120 9.91248
3600126 10.0697
3600154 10.4474
3600160 9.902
3602208 10.2727
3603376 10.1384
3605196 10.1111
3605475 10.1366
3606022 9.79346
3607125 10.7167
3607126 10.5386
3607998 10.7532
3608291 10.2786
3609474 10.4121
3610784 10.0755
3611348 10.6686
3611349 10.5583
3613899 9.11935
3614811 9.64245
3616371 10.0023
361650 10.6246
3616577 9.75733
3616588 10.8401
3616593 10.6627
3616601 9.53721
3616604 9.42385
361693 10.1218
361719 9.97666
3617760 10.5405
3618157 9.81189
3618160 9.51117
3618164 10.3748
3618170 10.0514
3618173 10.5024
361843 10.7353
361918 10.2495
361919 10.8538
361920 10.5289
362190 10.1031
362195 10.6806
3622141 10.0623
362311 11.1264
362340 10.5791
3624571 10.5654
362462 10.7229
3624877 10.3086
362496 10.4251
3625070 9.26132
3625080 10.4998
362521 10.3061
362605 9.89002
362606 10.2548
362633 10.1999
362634 10.1765
362637 10.5461
362638 10.1864
362639 10.486
362650 9.17467
362688 11.1114
362695 9.52105
362696 9.39598
362697 11.1849
362700 10.5338
362701 9.90248
3627036 10.8651
362704 10.9495
362706 9.62356
362707 9.62358
3627084 10.2454
362709 11.2169
3627095 10.7569
3627106 11.1181
362713 9.65277
362715 9.46395
362716 9.62225
3627201 11.1153
362748 9.58266
3628218 10.975
362865 9.93453
3628867 9.03477
362889 10.0716
362891 11.1753
362912 10.4108
362963 10.1547
3629663 11.048
3630895 10.8285
363197 9.68502
363288 10.5085
363292 9.64267
363318 10.3036
363319 10.4732
363345 10.6743
3633567 9.88548
3634303 9.41463
363434 10.0747
3634556 10.9877
3635222 9.67614
363556 10.233
363741 10.5659
363882 10.464
363946 10.6612
363948 10.1042
364034 10.0991
364087 10.1737
364104 9.47654
364129 10.0708
365334 10.4355
365391 10.7768
365396 10.0411
367080 10.2135
367162 10.1591
367196 10.9356
367274 10.6214
367340 10.2843
367633 10.3992
367638 9.61722
36861 9.26452
36880 10.9403
36881 9.00785
36910 9.99586
37036 10.6817
37063 10.0102
370941 9.99153
370987 9.86827
371094 9.77196
371117 9.9774
371121 10.2185
371144 9.57853
371171 10.1766
371172 11.1426
371175 9.94947
371180 9.63745
371186 9.99774
371207 10.2391
371208 9.71255
371211 9.95729
371217 10.4533
371218 10.6517
371220 11.1321
371257 10.4221
371264 10.6859
371295 11.297
371503 9.74257
371882 10.2319
371976 10.5889
372075 9.92755
372076 10.6777
372121 9.93565
372123 11.3414
372127 10.4851
372132 10.5911
372133 10.6093
372136 10.2808
372140 10.4688
372142 10.0398
372176 10.6512
372192 10.531
372193 10.3692
372322 9.86465
372384 9.61847
372385 9.30944
372446 10.3117
372447 9.76996
372452 10.1466
372567 9.61011
372569 11.1915
372574 9.59177
372600 9.25318
372795 10.8781
372828 10.6082
373122 10.429
373156 10.3698
373159 10.0053
373160 9.9824
373161 10.1171
373163 10.8159
373165 10.5732
373167 10.8911
373168 11.2105
373171 9.89707
373173 11.0612
373233 10.4324
373235 10.4004
373237 9.96176
375560 11.1051
375564 10.251
375598 9.47979
375599 9.96882
375615 10.7166
375730 10.7992
375787 9.59659
375790 10.8325
375791 9.79436
375792 9.79381
375817 9.88575
376001 10.2691
376033 10.7902
376066 10.914
376097 10.8668
376111 10.2488
376115 10.2895
376124 9.58335
376247 10.7414
376586 10.9771
376590 10.4271
376598 10.4121
376633 10.7176
376703 10.5928
376705 10.9712
376841 9.39717
377410 10.9603
377463 10.2772
377562 10.6554
377668 9.77483
377675 10.6218
377710 10.073
377917 11.2018
377960 10.0619
377965 10.1776
378104 10.9503
378109 10.0362
378110 9.85146
380669 10.5931
380670 10.7621
380671 10.4638
380674 10.6882
380697 10.9936
380712 10.3368
380734 11.0165
380740 10.4507
380972 10.2429
381001 9.71565
381004 10.2479
381006 9.88214
381068 10.2092
381106 9.32088
381151 9.95288
381155 9.95071
381157 10.4036
381206 11.0628
381207 10.5469
381208 9.4774
381217 9.63641
381219 10.3775
381227 9.44076
381229 10.4747
381325 10.6027
381357 9.94124
381383 10.405
381417 9.98501
381459 10.313
381465 10.6983
381539 10.3551
381900 10.1112
381979 10.8831
381980 9.64458
382083 9.85378
382154 10.8735
382215 10.3369
382216 10.7079
382291 10.6325
382398 9.81502
382640 9.76264
382689 9.54039
383049 10.1843
383147 11.2248
383185 10.0589
383265 9.78985
383273 10.2216
3851638 10.8402
3852184 11.0881
3852235 10.1041
3852249 11.131
3852250 10.4005
3852267 10.268
3852324 10.9419
3852362 9.88961
3852946 9.67947
3853273 10.0399
3853626 10.2716
3854006 9.40139
3854650 10.1251
3855266 11.1933
3855610 9.89169
3858299 10.1583
3860092 10.2704
3861920 10.0884
3862127 9.33774
386213 10.8333
386224 10.6738
386240 10.5344
386247 10.3007
386311 10.8858
386406 10.7708
386481 10.209
386618 10.647
386673 11.0797
3866799 9.06639
386722 10.2995
3867448 10.0069
3867449 10.7626
3869860 10.363
387029 10.6347
387042 10.442
3873387 10.8205
387375 10.5607
3873996 10.3863
3874259 10.4592
3874531 10.1159
3874874 10.1741
3875207 10.5236
3875229 10.2615
387553 10.8051
387554 10.3462
3876400 9.8828
