catid,logMstar,z
3.77324E+17,11.21761795,0.1352398
3.77327E+17,11.73630409,0.153099
3.77333E+17,11.40267337,0.0712985
3.77346E+17,11.74135034,0.1683116
3.78308E+17,11.17062678,0.07049656
3.78315E+17,11.8126882,0.2612851
3.78315E+17,11.60527925,0.181601
3.78328E+17,11.74436421,0.1817432
3.78329E+17,11.59093649,0.1820864
3.78332E+17,11.84578253,0.1819314
3.78332E+17,11.76373098,0.1817739
3.78333E+17,11.60101119,0.1804597
3.78335E+17,11.28106661,0.1563002
3.78336E+17,11.33586567,0.1911509
3.78338E+17,11.31615622,0.1524255
3.7834E+17,11.57644519,0.1207377
3.78343E+17,11.45034585,0.1852139
3.78346E+17,11.63436124,0.08233872
3.78348E+17,11.43112572,0.08434585
3.7835E+17,11.39513607,0.08312582
3.78377E+17,11.54063976,0.1727439
3.78381E+17,11.72014503,0.2428064
3.78383E+17,11.23287782,0.1032477
3.78407E+17,11.49297807,0.04723545
3.78409E+17,11.32003897,0.1526317
3.78412E+17,11.49425065,0.1198222
3.78428E+17,11.54005284,0.04844724
3.78448E+17,11.42210732,0.1237342
3.78449E+17,11.55615522,0.1714222
3.7845E+17,11.57657257,0.1548873
3.78462E+17,11.65145333,0.2144133
3.78464E+17,11.36213207,0.08708589
3.78467E+17,11.68072106,0.1909423
3.78468E+17,11.53304691,0.1946027
3.7847E+17,11.52895689,0.08440009
3.78472E+17,11.21960894,0.08697298
3.7943E+17,10.81831369,0.04697433
3.79432E+17,10.87479205,0.0521922
3.79441E+17,11.37135447,0.1371962
3.79444E+17,11.37858328,0.138215
3.79446E+17,11.38436448,0.1163533
3.79454E+17,11.46990828,0.1621694
3.79458E+17,11.54466759,0.1159049
3.7946E+17,11.6931839,0.1178443
3.79471E+17,11.62296395,0.2192447
3.79476E+17,11.3453478,0.08464091
3.79482E+17,11.46832658,0.1756929
3.79484E+17,11.29235826,0.08825577
3.79485E+17,11.60847784,0.1828523
3.79487E+17,11.45818259,0.1825494
3.7949E+17,11.65167684,0.181246
3.79494E+17,11.22436172,0.1580558
3.79495E+17,11.54559008,0.1712656
3.79496E+17,11.72753745,0.1642679
3.79499E+17,11.01005453,0.05508272
3.79502E+17,11.46972683,0.08951289
3.79503E+17,11.6193252,0.1823883
3.79506E+17,12.00439507,0.3278487
3.79507E+17,11.35899312,0.1640341
3.79508E+17,11.75611553,0.1648118
3.79514E+17,11.52878566,0.1828522
3.79519E+17,11.64852291,0.08800139
3.79521E+17,11.35018787,0.08709152
3.79524E+17,11.45877761,0.08111429
3.79525E+17,11.10052374,0.07715647
3.79528E+17,11.59243413,0.08731789
3.79536E+17,11.20784266,0.08081175
3.79537E+17,11.33524444,0.08687367
3.79553E+17,11.37274719,0.09305795
3.79555E+17,11.46509084,0.08706535
3.79555E+17,11.48709966,0.08182562
3.79556E+17,11.46410805,0.1863649
3.79557E+17,11.36249525,0.08187334
3.79558E+17,11.69397419,0.2232378
3.79584E+17,11.58427131,0.1974355
3.79589E+17,11.84053931,0.1722715
3.79601E+17,11.45229327,0.1733687
3.80563E+17,11.21467627,0.07931595
3.80564E+17,11.3864914,0.07344523
3.80568E+17,11.18149122,0.1402897
3.80572E+17,11.05123295,0.08233102
3.80573E+17,11.34419256,0.08692359
3.80574E+17,11.18213184,0.08613503
3.80574E+17,11.46502742,0.08253027
3.80582E+17,10.53334027,0.08184475
3.80585E+17,11.41074357,0.0796907
3.80592E+17,11.72116026,0.07180788
3.80596E+17,11.58280522,0.234263
3.80598E+17,10.84334383,0.08331718
3.80636E+17,11.52953581,0.2121658
3.80643E+17,11.19741186,0.04703142
3.80646E+17,11.28961986,0.0847479
3.80652E+17,11.26343522,0.07112522
3.80654E+17,11.59319601,0.2268138
3.80656E+17,11.20842907,0.1695131
3.80663E+17,11.54723649,0.1183576
3.80672E+17,11.95955156,0.1677029
3.80675E+17,11.59002331,0.1733455
3.80677E+17,11.37999518,0.08113002
3.80678E+17,10.88370011,0.08139554
3.80678E+17,11.27815534,0.08904649
3.80687E+17,11.52844625,0.08630076
3.80692E+17,10.60744014,0.08308867
3.807E+17,11.62994475,0.08615966
3.80703E+17,11.46885494,0.1198605
3.80703E+17,11.3296146,0.08336029
3.80714E+17,11.6257139,0.168508
3.80714E+17,10.55432952,0.0842892
3.80722E+17,11.29567033,0.1715877
3.80725E+17,11.72482712,0.2470388
3.80727E+17,10.95337111,0.08415878
3.80729E+17,11.3411678,0.08437574
3.8169E+17,11.52101048,0.1428491
3.81702E+17,11.28070242,0.1383195
3.8171E+17,11.44762134,0.1289853
3.81713E+17,11.53980218,0.0812745
3.81713E+17,10.44877166,0.08317113
3.81715E+17,11.39826887,0.07272256
3.81719E+17,11.46049534,0.08704611
3.81728E+17,11.55781756,0.08177225
3.81733E+17,10.30918517,0.06607582
3.81736E+17,11.3406029,0.1036209
3.81744E+17,11.64748853,0.1131576
3.81754E+17,11.4919744,0.08731721
3.81757E+17,11.39534217,0.1850163
3.8176E+17,11.67357098,0.08336654
3.81766E+17,11.52326796,0.2047687
3.81775E+17,11.73746558,0.08515789
3.81788E+17,10.98356397,0.08387505
3.8179E+17,11.35958607,0.08047294
3.81791E+17,11.34884915,0.1080594
3.81798E+17,11.09032701,0.08233272
3.81799E+17,11.11929869,0.08275554
3.81802E+17,11.29031832,0.1406473
3.81803E+17,11.86356567,0.2553161
3.81809E+17,11.54007068,0.08640056
3.81832E+17,11.413289,0.07750529
3.82808E+17,11.14068862,0.1658843
3.82824E+17,11.61718713,0.1816363
3.82829E+17,11.60880657,0.1641819
3.82835E+17,11.43880349,0.187054
3.82841E+17,11.00767228,0.06559312
3.82845E+17,11.42020024,0.1862153
3.82846E+17,11.44283558,0.1482048
3.82847E+17,11.67655117,0.1459377
3.82849E+17,11.55094694,0.1484209
3.82852E+17,11.41246501,0.122144
3.82853E+17,11.56517168,0.1145638
3.82854E+17,11.21022032,0.1141052
3.82855E+17,11.25322876,0.1434061
3.82857E+17,11.63177518,0.1830913
3.82859E+17,11.47914099,0.1446548
3.8286E+17,11.67767519,0.2162883
3.82864E+17,11.31794913,0.08389093
3.82873E+17,11.79534345,0.2179472
3.82886E+17,11.61036727,0.2233593
3.82887E+17,11.74029811,0.1924335
3.82897E+17,11.31115236,0.08533608
3.82899E+17,10.78838927,0.08278869
3.82902E+17,10.68912129,0.0806603
3.82907E+17,11.51567823,0.1382702
3.82911E+17,11.92682942,0.08329641
3.82928E+17,10.68032103,0.07852397
3.82933E+17,11.61264977,0.1622616
3.82934E+17,11.39587246,0.08298391
3.82935E+17,11.46051984,0.1851933
3.82938E+17,11.53623168,0.1875403
3.82943E+17,11.40699034,0.08173855
3.82946E+17,11.84400069,0.2220327
3.8295E+17,11.44569139,0.1810463
3.82953E+17,10.96435057,0.109682
3.82963E+17,11.5871849,0.1757689
3.82979E+17,10.18787436,0.01893986
3.82981E+17,11.46988937,0.1142658
3.83941E+17,11.69896515,0.1115463
3.83942E+17,11.52774806,0.1528283
3.83943E+17,11.77661649,0.09835935
3.8397E+17,11.78801494,0.2817053
3.83979E+17,11.10692295,0.03486235
3.8398E+17,11.21791851,0.07006092
3.83985E+17,11.59310891,0.1385345
3.83995E+17,10.84288185,0.02272586
3.83998E+17,11.69085538,0.233029
3.83999E+17,11.71433457,0.2380224
3.84003E+17,11.82215765,0.2396503
3.84052E+17,11.81067649,0.2246063
3.84067E+17,11.81771171,0.09965411
3.84075E+17,11.64238583,0.1004184
3.84083E+17,11.67312911,0.08521506
3.84094E+17,11.50004723,0.2206837
3.84095E+17,11.10806006,0.03492131
3.84098E+17,11.27604007,0.08266958
3.84105E+17,11.99060182,0.2222693
3.85061E+17,11.30131138,0.0771644
3.85076E+17,11.79493724,0.2745234
3.85089E+17,10.17644405,0.03188351
3.851E+17,10.98820363,0.09426551
3.85101E+17,11.91467715,0.09583841
3.85103E+17,11.19707335,0.1133296
3.85112E+17,11.46544504,0.2178926
3.85113E+17,11.84662521,0.1134969
4.5504E+17,11.13573739,0.04148271
4.55994E+17,11.80713918,0.2503057
4.56008E+17,11.39163241,0.04062056
4.56024E+17,11.60189993,0.1886801
4.56025E+17,11.31016507,0.1764665
4.56029E+17,10.90510837,0.0994143
4.56038E+17,11.76225086,0.1512807
4.56039E+17,11.74930976,0.2554926
4.56049E+17,11.51775088,0.09883126
4.56054E+17,10.51476732,0.05561916
4.56056E+17,11.41281803,0.1766548
4.56057E+17,11.43770173,0.1731602
4.56058E+17,11.84882401,0.1755674
4.56068E+17,11.43369437,0.1727107
4.5607E+17,11.63812068,0.1777602
4.5607E+17,11.47039244,0.1782366
4.56071E+17,11.58853384,0.1709133
4.56074E+17,11.68774105,0.1999741
4.56075E+17,11.79846086,0.1520026
4.56076E+17,11.1591256,0.06847882
4.56087E+17,10.67460248,0.0746496
4.56095E+17,10.76394258,0.04180128
4.56104E+17,11.0185918,0.1012495
4.56105E+17,11.91485085,0.2128078
4.5611E+17,11.37566882,0.1433287
4.56111E+17,11.42555211,0.142007
4.56116E+17,11.60820076,0.199115
4.56124E+17,11.69981676,0.2140408
4.56124E+17,11.20938379,0.1005222
4.56125E+17,11.79659356,0.1819896
4.56131E+17,11.96746969,0.2928054
4.56134E+17,11.49860988,0.2121264
4.56134E+17,11.71814577,0.1991074
4.56135E+17,11.1483396,0.1413465
4.56138E+17,11.84913571,0.1996546
4.56144E+17,11.60912424,0.2121586
4.56145E+17,11.61207766,0.2011911
4.56147E+17,11.62085275,0.1414248
4.56155E+17,11.32352553,0.02141141
4.56156E+17,11.74066427,0.1803221
4.56159E+17,10.86505997,0.1211348
4.56162E+17,10.78700792,0.0677371
4.56164E+17,11.68280333,0.147039
4.57127E+17,10.76276207,0.08613154
4.57128E+17,11.22033719,0.1594729
4.57137E+17,11.04509715,0.02105748
4.57142E+17,10.35374562,0.06831693
4.57173E+17,11.38848525,0.1831293
4.57193E+17,11.82797084,0.2701308
4.57209E+17,11.05217555,0.1323587
4.57211E+17,11.5650119,0.1207163
4.57245E+17,11.59491908,0.1520416
4.57262E+17,11.27934334,0.1285384
4.57268E+17,11.31566288,0.1971314
4.57283E+17,11.34690193,0.1811366
4.58243E+17,10.52245736,0.048648
4.58248E+17,11.05125731,0.08755397
4.58252E+17,9.952875874,0.02796075
4.58259E+17,11.81695628,0.2449849
4.5826E+17,11.89706621,0.2454996
4.58262E+17,11.41228586,0.07202315
4.58274E+17,11.67471175,0.2433599
4.58283E+17,10.92708307,0.05364088
4.58299E+17,11.90619557,0.2998714
4.58303E+17,9.910250902,0.04193708
4.58327E+17,11.83966181,0.2345689
4.5833E+17,11.50688353,0.1296718
4.58333E+17,11.77167309,0.1823474
4.5834E+17,11.42475868,0.1899288
4.58342E+17,10.87451438,0.02217409
4.58343E+17,11.65944625,0.2085104
4.58346E+17,12.2417632,0.2454104
4.58348E+17,11.67273336,0.1808282
4.58349E+17,11.63437201,0.1315799
4.58353E+17,11.87780651,0.2673007
4.58355E+17,9.363514289,0.0235696
4.58356E+17,11.70411709,0.1494663
4.58362E+17,11.74188868,0.2003719
4.58363E+17,11.93873057,0.2470356
4.58368E+17,11.42151025,0.1802557
4.58376E+17,11.22083787,0.1323155
4.58378E+17,11.42014163,0.1861004
4.58378E+17,11.82497152,0.2466085
4.58386E+17,11.21439006,0.02199574
4.58403E+17,10.60362038,0.03202886
4.58409E+17,10.68447371,0.02229504
4.5937E+17,11.95571951,0.2386005
4.59375E+17,11.77798948,0.2622788
4.59377E+17,11.68479436,0.1334291
4.5938E+17,10.35446644,0.04372894
4.5939E+17,12.06347706,0.239641
4.59393E+17,11.93335628,0.1745265
4.59397E+17,11.35471394,0.1332968
4.59405E+17,11.94454671,0.2981889
4.59419E+17,11.48326595,0.2182532
4.59419E+17,11.05240547,0.08481402
4.59424E+17,12.03687768,0.251086
4.59433E+17,10.58243776,0.04863366
4.59441E+17,11.76709785,0.245273
4.59443E+17,11.12506472,0.04923911
4.59454E+17,11.00724569,0.111628
4.59459E+17,11.83035092,0.2598402
4.59461E+17,11.57887219,0.143068
4.59467E+17,11.75401554,0.2463268
4.59475E+17,10.96432916,0.07904946
4.59488E+17,11.27133629,0.1353802
4.59498E+17,10.03232797,0.04176652
4.59501E+17,11.86890284,0.2172436
4.59503E+17,11.16487657,0.0485292
4.59506E+17,11.55083604,0.2029695
4.59515E+17,10.01400565,0.02397726
4.59522E+17,11.22115925,0.0755824
4.59527E+17,10.98994097,0.0461574
4.59541E+17,10.51542638,0.02827946
4.59543E+17,9.846834156,0.02201806
4.60494E+17,11.04622611,0.1367442
4.60497E+17,10.50947936,0.02248568
4.60498E+17,10.98339134,0.02291441
4.60505E+17,11.75775004,0.1855051
4.60508E+17,11.6480692,0.1375757
4.60512E+17,11.26330063,0.1654701
4.60515E+17,10.8769992,0.02908444
4.60521E+17,11.77889028,0.2714332
4.60522E+17,10.93631317,0.04427855
4.60533E+17,11.52762775,0.1512104
4.6054E+17,11.448051,0.1800337
4.60545E+17,11.38560154,0.04372932
4.60548E+17,11.08389761,0.04372087
4.60548E+17,10.57696209,0.04486589
4.60549E+17,11.77358961,0.1805847
4.60557E+17,10.68852383,0.04182198
4.6056E+17,11.72455911,0.2424418
4.60563E+17,11.65727587,0.1814917
4.60563E+17,11.63234683,0.182116
4.60564E+17,11.28596627,0.05394223
4.60565E+17,11.43791607,0.1819958
4.60579E+17,11.75051516,0.2399828
4.60585E+17,11.32407571,0.08660433
4.60586E+17,11.61631648,0.1906517
4.60594E+17,11.41592115,0.07468521
4.60602E+17,11.56669803,0.1789121
4.60608E+17,9.929257589,0.02446723
4.60609E+17,10.85155549,0.02827387
4.60611E+17,10.60659275,0.03446132
4.60613E+17,11.5963353,0.1832186
4.60616E+17,11.00293162,0.1330567
4.60624E+17,10.40398135,0.02478181
4.60625E+17,11.90146352,0.1809536
4.60629E+17,10.5236174,0.02467235
4.60631E+17,11.65035346,0.1502829
4.60633E+17,11.7138903,0.1856922
4.60634E+17,11.39184208,0.1739393
4.60636E+17,11.54478842,0.174971
4.60636E+17,11.47541507,0.1854335
4.6064E+17,11.72254026,0.2381834
4.60641E+17,11.88693688,0.1957379
4.60641E+17,12.12667124,0.2383901
4.60658E+17,11.89027992,0.1921383
4.60662E+17,11.62363616,0.2325834
4.60669E+17,11.45208576,0.07182325
4.61623E+17,11.99913236,0.1942568
4.61635E+17,11.60006113,0.1925495
4.61646E+17,11.40325056,0.1525272
4.61648E+17,11.14241796,0.02908359
4.6165E+17,11.28199258,0.1782887
4.61665E+17,10.22194059,0.02713594
4.61668E+17,11.52788624,0.1835664
4.61687E+17,11.63901041,0.1360244
4.61689E+17,9.434334548,0.0237481
4.61693E+17,11.79080508,0.1831122
4.61697E+17,9.459221727,0.02353335
4.617E+17,10.28723553,0.0224774
4.61708E+17,11.59997038,0.1916267
4.61712E+17,11.10891168,0.1378128
4.61727E+17,10.53479409,0.06764244
4.61731E+17,10.65100517,0.06787677
4.61733E+17,10.90028648,0.1309828
4.61734E+17,11.36446777,0.1511368
4.61734E+17,11.95730336,0.3208247
4.61743E+17,11.59174933,0.06678521
4.61745E+17,11.53354842,0.2349238
4.61747E+17,11.18401202,0.07355786
4.6175E+17,11.59716219,0.1683661
4.61752E+17,11.24311662,0.06608782
4.61784E+17,12.12944201,0.1931839
4.61784E+17,11.25557794,0.1745469
4.61785E+17,11.31577484,0.136197
4.61786E+17,11.23340937,0.09191877
4.61788E+17,11.53613775,0.1972405
4.61793E+17,11.63417446,0.1833493
4.61794E+17,11.451218,0.1733416
4.61794E+17,11.71519159,0.1964343
4.62746E+17,10.48432601,0.03770337
4.62748E+17,11.02787039,0.08386316
4.62756E+17,11.57533399,0.1075234
4.62775E+17,11.34566847,0.02809638
4.62777E+17,11.5676981,0.1096167
4.62779E+17,11.52338351,0.1915965
4.62785E+17,10.745822,0.04522282
4.62796E+17,11.73364272,0.1900064
4.62796E+17,11.16304098,0.1580312
4.62803E+17,10.89700548,0.04502775
4.62813E+17,10.78958404,0.03798605
4.62814E+17,11.30320181,0.1248158
3.94128E+17,11.39168153,0.08209147
3.94144E+17,11.0084489,0.07804307
3.94147E+17,11.50303999,0.194064
3.94148E+17,11.85816951,0.2226738
3.94149E+17,11.62461774,0.2261079
3.94154E+17,11.57347993,0.07869764
3.94156E+17,11.79208051,0.2594237
3.94159E+17,11.87889009,0.28449
3.94165E+17,11.63049235,0.22098
3.9417E+17,11.55119418,0.1816033
3.94177E+17,11.15543896,0.103348
3.94179E+17,11.43530487,0.1857023
3.94185E+17,11.72749794,0.1816358
3.94186E+17,11.79976948,0.1502631
3.94189E+17,11.02417255,0.08095719
3.94204E+17,10.92029953,0.0807891
3.94205E+17,11.49168165,0.07990916
3.9421E+17,11.22339662,0.07872153
3.9422E+17,11.50633099,0.08329418
3.94237E+17,11.00596441,0.08326462
3.94241E+17,11.54081946,0.08215726
3.95206E+17,11.32850341,0.1866971
3.95206E+17,11.41658256,0.1810936
3.95207E+17,10.46823298,0.03125755
3.95209E+17,11.60275002,0.1224884
3.95212E+17,11.59465804,0.1569192
3.95215E+17,11.66181998,0.2240471
3.95222E+17,11.47484407,0.1715111
3.95234E+17,10.55176273,0.02754823
3.95235E+17,11.52263359,0.1061696
3.95241E+17,11.23499661,0.0657118
3.95245E+17,11.35379896,0.06690627
3.95247E+17,11.0882501,0.1282239
3.95247E+17,11.68846048,0.1831496
3.95251E+17,11.57672501,0.2362414
3.95256E+17,11.51935845,0.199674
3.95292E+17,11.34761578,0.1049579
3.95297E+17,11.68374816,0.1826728
3.95299E+17,11.80268672,0.1928449
3.95308E+17,11.45701684,0.1918458
3.95317E+17,10.13731244,0.0348318
3.9532E+17,11.31056396,0.105472
3.95331E+17,11.55769324,0.1514616
3.95335E+17,11.15150495,0.1536671
3.95346E+17,11.131048,0.07928871
3.95348E+17,11.54872673,0.2141906
3.95353E+17,11.55699607,0.1799617
3.95357E+17,10.66407334,0.03271649
3.95364E+17,12.32119088,0.1727599
3.95367E+17,11.27916979,0.1753728
3.96326E+17,11.65454239,0.1378576
3.96327E+17,11.47557453,0.1801591
3.96335E+17,11.70759556,0.1209012
3.96344E+17,11.68651223,0.2201275
3.96352E+17,10.3645531,0.05466901
3.96361E+17,11.13674016,0.06940097
3.96368E+17,11.35943521,0.06419001
3.96372E+17,11.17518713,0.0798748
3.96374E+17,11.67483105,0.1797614
3.96377E+17,11.69760124,0.1765466
3.96378E+17,11.63523989,0.2157341
3.96379E+17,11.68205366,0.1775361
3.9638E+17,11.75275828,0.1756232
3.96381E+17,11.65586693,0.2190818
3.96383E+17,11.59234483,0.174843
3.96384E+17,11.59976484,0.1766651
3.96387E+17,11.72112296,0.1770907
3.96393E+17,10.0903625,0.02757503
3.96396E+17,11.54136534,0.1217947
3.96403E+17,11.67279233,0.2162498
3.96408E+17,10.99167358,0.08354431
3.96408E+17,10.8016306,0.0829585
3.9641E+17,11.43533864,0.09551371
3.96416E+17,11.42520622,0.0849261
3.96418E+17,11.50875222,0.08291385
3.96421E+17,11.93196664,0.07343803
3.96421E+17,11.00238191,0.08687139
3.96421E+17,11.15651601,0.07399382
3.96424E+17,10.98167008,0.08080356
3.96431E+17,11.67713041,0.07844017
3.96431E+17,10.82839017,0.08151872
3.96431E+17,11.31640553,0.08205031
3.96433E+17,11.6187582,0.1429564
3.96434E+17,11.72226121,0.08295463
3.96436E+17,11.34321023,0.08024853
3.96442E+17,11.3086956,0.0754836
3.96445E+17,11.84181312,0.2207963
3.96446E+17,11.43840712,0.1432087
3.96451E+17,11.73910798,0.234668
3.96453E+17,11.5578631,0.2032305
3.96459E+17,11.20962436,0.05419732
3.96461E+17,10.5423484,0.03407376
3.96472E+17,10.40977027,0.03439365
3.96473E+17,11.32973217,0.08921535
3.96475E+17,11.7827884,0.2877642
3.97447E+17,11.99922203,0.2172115
3.97454E+17,12.04073076,0.2410515
3.97455E+17,11.06032087,0.08024757
3.97461E+17,11.96270141,0.2512436
3.97463E+17,11.8091308,0.1281078
3.97468E+17,11.87780469,0.2842568
3.97473E+17,11.70346711,0.1281137
3.97476E+17,10.68972861,0.0526456
3.97477E+17,11.35137825,0.1266435
3.97487E+17,11.58027734,0.1266744
3.9749E+17,11.67443765,0.1528413
3.97498E+17,11.47949426,0.1276045
3.975E+17,11.15271042,0.08267055
3.97501E+17,11.55164956,0.1451125
3.97504E+17,11.48212979,0.1274558
3.97508E+17,11.25212944,0.0779283
3.97513E+17,11.21698133,0.1135698
3.97514E+17,11.3844667,0.112518
3.97517E+17,11.65292321,0.07622349
3.97532E+17,12.08842705,0.2561095
3.97539E+17,11.62771434,0.226445
3.97561E+17,11.78298276,0.155918
3.97561E+17,10.97097806,0.05453761
3.97563E+17,11.57476045,0.1074532
3.97568E+17,10.77294604,0.06695637
3.97572E+17,11.3885728,0.1780998
3.97575E+17,11.28549178,0.06522369
3.97578E+17,11.29444969,0.07915042
3.97592E+17,11.69741576,0.2483168
3.97593E+17,10.66982792,0.09468979
3.97597E+17,10.80976309,0.06640125
3.97602E+17,11.65706696,0.2149731
3.97603E+17,11.80357698,0.1753554
3.97604E+17,11.48075308,0.1757042
3.97613E+17,11.24625071,0.095729
3.97617E+17,11.72782936,0.2332889
3.98569E+17,10.72988149,0.02892064
3.98574E+17,12.05760379,0.2759562
3.98582E+17,10.47483339,0.02833051
3.98589E+17,11.40503325,0.1419533
3.98598E+17,11.34141767,0.1101668
3.98602E+17,11.58964073,0.2530043
3.98609E+17,11.85039292,0.2801345
3.98613E+17,11.62615786,0.2324636
3.98617E+17,11.3585819,0.1464044
3.9862E+17,10.39173799,0.02051951
3.98621E+17,11.6106781,0.2001913
3.98626E+17,11.61885468,0.1573538
3.98638E+17,11.42601955,0.209698
3.9864E+17,11.67969052,0.1568659
3.98645E+17,9.723334569,0.0129577
3.98647E+17,11.34770105,0.09488555
3.98673E+17,11.35829964,0.07255685
3.98678E+17,11.37224672,0.1055832
3.98681E+17,11.71799343,0.2331984
3.98683E+17,11.73958656,0.2256691
3.98686E+17,11.7600581,0.2124402
3.98693E+17,11.70818137,0.23607
3.98703E+17,11.30190351,0.08515644
3.98706E+17,12.08485701,0.2367503
3.98724E+17,11.68314723,0.2581512
3.98732E+17,11.91850581,0.2479645
3.98734E+17,11.66262421,0.1996649
3.98734E+17,11.12359422,0.1384999
3.99695E+17,11.84405908,0.2313402
3.99696E+17,11.46026722,0.0651582
3.99703E+17,11.5810825,0.155884
3.99705E+17,11.35444072,0.1254863
3.99715E+17,10.74359268,0.03041499
3.9972E+17,11.49145523,0.1139475
3.99725E+17,10.75618515,0.03157329
3.99731E+17,11.67867486,0.2359798
3.99736E+17,11.0032593,0.0500473
3.99745E+17,10.95198095,0.02812668
3.99746E+17,11.75138493,0.1921247
3.99748E+17,11.49316941,0.029512
3.9976E+17,10.37358365,0.02783526
3.99761E+17,12.11570391,0.3036206
3.99782E+17,10.71886482,0.09768977
3.9979E+17,11.73471105,0.2395613
3.99797E+17,11.68251957,0.1465632
3.99799E+17,11.7295931,0.1241126
3.99801E+17,11.84610138,0.239783
3.99803E+17,11.46587219,0.126149
3.99804E+17,11.3142283,0.1832917
3.9981E+17,11.47066403,0.1563018
3.99811E+17,11.16276257,0.07416829
3.99812E+17,11.69695119,0.1472498
3.99813E+17,11.91155314,0.2393491
3.99814E+17,10.55032377,0.02816579
3.99815E+17,11.24206794,0.02999563
3.99817E+17,11.4452327,0.1494011
3.99823E+17,11.64157287,0.1132805
3.99825E+17,11.6516704,0.1142079
3.99827E+17,10.70337503,0.02745843
3.99829E+17,10.63107434,0.02948984
3.99834E+17,12.06656757,0.3087051
3.99835E+17,10.63477479,0.03301752
3.99837E+17,10.53262979,0.0293743
3.99837E+17,11.75204061,0.2374335
3.99843E+17,11.27323745,0.1143404
3.99851E+17,11.28026765,0.07476682
3.9986E+17,10.59752356,0.02951425
4.00831E+17,11.39546093,0.1911139
4.00835E+17,11.67119777,0.1850689
4.00836E+17,11.3075124,0.1764546
4.00842E+17,11.19071612,0.08044133
4.00842E+17,11.55852421,0.1911119
4.00851E+17,11.47650929,0.2008029
4.04304E+17,11.80841272,0.2704972
4.04327E+17,11.74855628,0.08229184
4.04333E+17,11.48391071,0.1183131
4.04348E+17,11.75089803,0.2421347
4.04348E+17,11.61295298,0.1001572
4.04353E+17,11.60671208,0.2088013
4.04353E+17,11.49533856,0.08385679
4.04373E+17,10.72123809,0.1014341
4.05343E+17,10.59343576,0.08837632
4.05344E+17,11.51427724,0.1244248
4.05349E+17,11.32624661,0.1319204
4.05363E+17,11.5044096,0.08175515
4.05364E+17,11.12815292,0.1541301
4.05374E+17,11.80774511,0.2381391
4.05378E+17,11.41843355,0.1893973
4.0538E+17,11.29557191,0.101361
4.05409E+17,11.41846991,0.2076312
4.05417E+17,11.47860129,0.1484075
4.0542E+17,11.39755314,0.1822736
4.05429E+17,11.48069723,0.1026717
4.05433E+17,11.82093243,0.09971179
4.05449E+17,11.38468508,0.06189497
4.05452E+17,11.41367476,0.1003579
4.05453E+17,11.10456657,0.09900954
4.05457E+17,11.67906293,0.1896654
4.05461E+17,11.50805644,0.1911239
4.05467E+17,11.40473712,0.1011449
4.05473E+17,11.77395702,0.239381
4.05478E+17,11.46226212,0.0831952
4.05482E+17,11.66426624,0.2037349
4.05493E+17,11.43373883,0.190574
4.17715E+17,11.30385773,0.1263285
4.17715E+17,11.36447456,0.1986423
4.1773E+17,10.46789763,0.02670212
4.17738E+17,11.29826534,0.1837251
4.17746E+17,10.27761115,0.02744716
4.17747E+17,11.62085393,0.1996968
4.1775E+17,11.63280382,0.1712416
4.1775E+17,11.36470286,0.1493049
4.1775E+17,11.67193737,0.1864027
4.17754E+17,11.70049496,0.1862622
4.17754E+17,11.85586642,0.2110018
4.17759E+17,11.20801149,0.07141354
4.1776E+17,11.80080583,0.2416457
4.1777E+17,11.45715639,0.1275239
4.17779E+17,11.9537427,0.2529325
4.17779E+17,10.84329552,0.06294101
4.1778E+17,11.61243311,0.203593
4.17798E+17,11.51794503,0.07446939
4.17814E+17,11.83473821,0.2249628
4.17816E+17,11.76206311,0.1928207
4.17816E+17,11.84737469,0.2937588
4.17825E+17,11.58605814,0.2057392
4.17825E+17,10.99987085,0.04953888
4.17832E+17,11.15011163,0.1729359
4.17842E+17,11.37861574,0.06178858
4.17844E+17,11.64012644,0.1133387
4.17849E+17,11.32561388,0.1275242
4.1785E+17,11.06472377,0.05279525
4.17857E+17,11.15651093,0.1203853
4.17859E+17,11.42973122,0.2174445
4.17863E+17,11.66232682,0.2191615
4.17868E+17,11.88543148,0.2103239
4.17871E+17,11.83088085,0.1478758
4.17873E+17,11.79522869,0.1480373
4.17874E+17,11.81489865,0.2117577
4.17877E+17,11.39535496,0.158401
4.17878E+17,11.71535867,0.2210657
4.17878E+17,11.73907,0.2107713
4.17882E+17,11.07972501,0.1338658
4.18836E+17,11.24490824,0.1450985
4.18838E+17,11.12582934,0.1501947
4.18846E+17,11.31367,0.1090086
4.18847E+17,11.52856967,0.2238356
4.18848E+17,11.32103076,0.1025132
4.1885E+17,10.68216125,0.05471626
4.18851E+17,11.53968145,0.1946294
4.18854E+17,11.19819711,0.1447805
4.18858E+17,11.40978148,0.2198054
4.18861E+17,11.75829858,0.1992626
4.18863E+17,11.61913812,0.2247738
4.18865E+17,11.42171423,0.1008941
4.18866E+17,11.27026046,0.1746109
4.18868E+17,11.53543786,0.2284629
4.18872E+17,11.23919828,0.131956
4.18874E+17,11.56118425,0.2241976
4.18876E+17,11.63694074,0.1254727
4.18886E+17,11.62824341,0.1316925
4.18891E+17,11.7904165,0.2231947
4.18895E+17,11.74867478,0.1066492
4.18899E+17,11.8727135,0.2686123
4.18905E+17,11.44507902,0.196278
4.18905E+17,11.7230423,0.1938884
