catid,logMstar,z
3.05291E+17,11.3831998,0.07134143
3.05292E+17,11.43808258,0.1111002
3.05294E+17,11.34862589,0.1096946
3.06252E+17,11.50426535,0.2224611
3.08557E+17,11.62422539,0.09515215
3.08562E+17,11.16058516,0.01870119
3.08563E+17,11.67452534,0.2549309
3.08566E+17,10.8499709,0.09774555
3.08567E+17,11.52439711,0.09521819
3.08587E+17,11.8065882,0.2301549
3.08593E+17,11.45395639,0.122065
3.08604E+17,11.35358696,0.1877297
3.08613E+17,11.4030864,0.141596
3.08615E+17,11.43394537,0.0659151
3.08616E+17,11.33898617,0.09523287
3.08624E+17,11.51358436,0.1321328
3.08627E+17,11.61751299,0.1328742
3.08629E+17,12.01755299,0.260507
3.08633E+17,11.38697052,0.1884804
3.08645E+17,11.64664461,0.125503
3.08646E+17,11.40420087,0.2191792
3.08647E+17,11.63482039,0.219485
3.08648E+17,10.91284852,0.1511697
3.0866E+17,11.3290612,0.1277053
3.08665E+17,11.38728269,0.07125236
3.09628E+17,11.67750541,0.1478106
3.09641E+17,11.5344143,0.1602138
3.09642E+17,11.12539144,0.07582206
3.09652E+17,11.54071264,0.1677238
3.09652E+17,11.65115151,0.2263046
3.09655E+17,11.55087709,0.1670214
3.09659E+17,11.80807388,0.2297671
3.09666E+17,11.26847515,0.1143914
3.09668E+17,11.56352318,0.2062783
3.09669E+17,10.2046717,0.03937567
3.09673E+17,10.62168616,0.03899567
3.09674E+17,10.45536421,0.03907213
3.09685E+17,11.26616646,0.1928573
3.09686E+17,11.49230767,0.2124676
3.09693E+17,11.3449759,0.03870971
3.09702E+17,11.71676828,0.1370104
3.09708E+17,11.55627848,0.2192243
3.09726E+17,11.35519664,0.1177792
3.09727E+17,11.47222102,0.1164734
3.09737E+17,11.33525654,0.1160386
3.09737E+17,11.56069853,0.1790534
3.09739E+17,11.62010111,0.1153213
3.0974E+17,11.02893788,0.07239196
3.09743E+17,11.51113754,0.08110836
3.0975E+17,10.68778781,0.06355137
3.09753E+17,11.13449568,0.07230508
3.09758E+17,11.36529874,0.07167974
3.09764E+17,11.44615381,0.07563198
3.09765E+17,11.35590852,0.07685871
3.09777E+17,11.67675129,0.2474945
3.0978E+17,11.17185645,0.03843958
3.09781E+17,10.9110589,0.1061596
3.09783E+17,11.63043818,0.160473
3.09786E+17,10.98610847,0.03968886
3.09792E+17,11.60503206,0.1064805
3.09794E+17,11.51959399,0.1255462
3.09795E+17,10.24404347,0.03884946
3.09796E+17,10.41899365,0.05026915
3.10759E+17,10.49188326,0.08291749
3.10769E+17,10.43499902,0.03850097
3.10806E+17,10.88511858,0.04899042
3.10817E+17,11.15673216,0.03829499
3.10821E+17,10.8290693,0.09393699
3.10827E+17,10.61994339,0.03804233
3.10829E+17,10.67950546,0.06308059
3.10835E+17,11.53874818,0.0386969
3.10838E+17,11.40586858,0.09829268
3.10841E+17,11.54703331,0.0977568
3.10843E+17,11.22405605,0.07587268
3.10845E+17,11.56427107,0.1117765
3.10855E+17,11.12985655,0.0941712
3.10858E+17,11.41181731,0.03866832
3.1086E+17,11.50752432,0.1047317
3.10864E+17,11.1127865,0.09618385
3.10865E+17,11.23677745,0.1497226
3.10868E+17,10.74819955,0.04032925
3.10869E+17,10.727575,0.0501174
3.10869E+17,11.52135751,0.03899863
3.10881E+17,11.50918654,0.1251915
3.10896E+17,11.12636212,0.1572948
3.10909E+17,11.7369603,0.1762897
3.10917E+17,10.30353315,0.03910039
3.10919E+17,10.16744409,0.0259476
3.10924E+17,10.67700695,0.04228432
3.11884E+17,10.825149,0.03192908
3.11886E+17,11.77583658,0.2606908
3.11891E+17,11.64898156,0.2037427
3.11893E+17,10.16202188,0.01966155
3.11906E+17,11.48071126,0.08314948
3.11909E+17,11.60599111,0.07373369
3.11921E+17,10.47750043,0.08199831
3.11924E+17,9.944436151,0.01724125
3.11927E+17,11.26508555,0.1570126
3.11927E+17,11.68203659,0.2543243
3.1193E+17,11.75421295,0.2509738
3.1193E+17,11.16265453,0.1601934
3.11932E+17,11.59156408,0.1579999
3.11936E+17,11.30038236,0.04431597
3.11941E+17,11.83228912,0.1857791
3.11949E+17,11.71942692,0.2466209
3.11959E+17,11.49360405,0.1261739
3.11968E+17,11.16439438,0.09282136
3.11969E+17,11.22958286,0.1753936
3.11976E+17,11.19124347,0.03948564
3.11996E+17,11.7107231,0.1430476
3.11996E+17,11.71145934,0.1847982
3.12E+17,11.07354956,0.1509864
3.12004E+17,11.64700978,0.2317006
3.1202E+17,11.92741364,0.2625986
3.12022E+17,11.57866719,0.1206889
3.12031E+17,11.60774164,0.252135
3.1204E+17,11.01954496,0.09598776
3.1204E+17,11.5094059,0.07060522
3.12042E+17,11.36105829,0.122871
3.12045E+17,10.82851342,0.04195643
3.12047E+17,11.3133206,0.06653312
3.13006E+17,11.48296017,0.1094026
3.1301E+17,11.55085894,0.1249025
3.13014E+17,11.72617476,0.0639874
3.13014E+17,11.56459136,0.1104934
3.13021E+17,11.4637361,0.03963597
3.13035E+17,10.7013267,0.03889646
3.13036E+17,10.45869467,0.02880348
3.13041E+17,11.92696784,0.2410962
3.13045E+17,10.9612056,0.0644965
3.13051E+17,11.19329356,0.06554674
3.13052E+17,11.4089317,0.2031619
3.13054E+17,11.26873129,0.1130382
3.13061E+17,10.71685113,0.0662207
3.13065E+17,11.09476529,0.06716757
3.13066E+17,10.88014775,0.07126261
3.1307E+17,11.68000007,0.1128998
3.13072E+17,10.8605789,0.03824842
3.13076E+17,11.43010514,0.06692205
3.13085E+17,12.01673121,0.2696267
3.13092E+17,11.6326334,0.1293205
3.13092E+17,11.0772482,0.1202143
3.13093E+17,11.40477533,0.152198
3.13104E+17,11.6279445,0.1282463
3.13105E+17,11.67155368,0.2480372
3.13112E+17,11.53503599,0.08803225
3.13112E+17,11.81296193,0.2001768
3.13113E+17,11.16385538,0.1989255
3.13116E+17,11.90043956,0.2034556
3.1312E+17,10.44481115,0.08150022
3.13121E+17,11.76963094,0.2392828
3.13122E+17,11.53161517,0.1979795
3.13125E+17,11.31704626,0.1988014
3.1313E+17,11.45477894,0.2150686
3.13133E+17,11.15145631,0.1065273
3.13134E+17,11.72132572,0.1850147
3.13137E+17,11.09709094,0.122842
3.1314E+17,11.81442127,0.1846916
3.1315E+17,11.48312594,0.1866127
3.13157E+17,11.32433583,0.09808062
3.13157E+17,11.67100026,0.184861
3.13158E+17,11.441405,0.1849307
3.13158E+17,11.17499401,0.09103554
3.13158E+17,11.17714453,0.09700939
3.13159E+17,11.33871695,0.1850902
3.13162E+17,11.68136623,0.193673
3.13165E+17,11.33381977,0.07468972
3.13168E+17,11.2318003,0.0973191
3.13168E+17,11.66397387,0.1847297
3.13172E+17,11.45823579,0.09699315
3.1413E+17,11.64103997,0.2173415
3.1413E+17,11.23870778,0.07705034
3.14131E+17,11.59901243,0.06788801
3.14136E+17,10.94275716,0.09822624
3.14137E+17,11.50203316,0.09836414
3.14144E+17,10.59755627,0.07370278
3.14148E+17,11.20554733,0.07619049
3.14163E+17,11.43090431,0.07440118
3.14164E+17,11.29725514,0.1402818
3.14166E+17,11.8039188,0.2312441
3.14171E+17,11.52142746,0.1088076
3.14182E+17,11.16754682,0.1041982
3.14193E+17,11.544786,0.1859358
3.14206E+17,11.26193527,0.06369215
3.14212E+17,11.91163368,0.2875547
3.14217E+17,11.31440902,0.07374915
3.14223E+17,11.57073448,0.09894594
3.14226E+17,11.72760161,0.2320527
3.14241E+17,11.21467784,0.06334202
3.14243E+17,11.4081074,0.16393
3.14244E+17,11.17674405,0.164217
3.14245E+17,11.97934841,0.297196
3.14246E+17,11.67972983,0.1435746
3.14254E+17,11.46928656,0.1654764
3.14255E+17,11.48870715,0.07588086
3.1426E+17,11.80900146,0.1545724
3.14264E+17,11.50585019,0.1831885
3.14269E+17,11.30292564,0.1759717
3.1428E+17,11.63027231,0.168585
3.14283E+17,10.90997633,0.06383609
3.14283E+17,11.34563496,0.06325664
3.14294E+17,10.20503027,0.06338139
3.14296E+17,10.95893807,0.03992232
3.14298E+17,10.41515025,0.02453966
3.14302E+17,9.900258515,0.02449013
3.15253E+17,11.34367545,0.02529804
3.15254E+17,10.83371861,0.02558509
3.15257E+17,11.32157636,0.1046276
3.17564E+17,11.70208829,0.249862
3.17571E+17,10.78665015,0.02608845
3.17582E+17,10.92158541,0.04799464
3.17595E+17,11.91937467,0.1973113
3.17606E+17,11.44851238,0.1209516
3.17611E+17,11.79127843,0.1987236
3.17615E+17,11.69634794,0.2185629
3.17622E+17,11.44595014,0.205279
3.17633E+17,9.653437303,0.02889492
3.17634E+17,10.24901311,0.02882288
3.17636E+17,10.62854825,0.02914852
3.17641E+17,10.45491652,0.02917035
3.17644E+17,11.67310283,0.2598096
3.17645E+17,11.85214712,0.2604593
3.17657E+17,11.74047865,0.2607174
3.1766E+17,11.71457452,0.1334131
3.1766E+17,11.50451878,0.09998997
3.17665E+17,11.27568366,0.09718339
3.18633E+17,11.47107005,0.1165992
3.18635E+17,10.83848367,0.04727161
3.18647E+17,10.92241619,0.1210643
3.18647E+17,11.4501204,0.1706173
3.18648E+17,11.61582179,0.1771859
3.18648E+17,11.27887336,0.1153935
3.18654E+17,11.96281663,0.2524783
3.18657E+17,11.5580485,0.1719489
3.18657E+17,11.59741414,0.1213115
3.18665E+17,11.05696243,0.07773393
3.18667E+17,10.9700449,0.1058221
3.18668E+17,11.27730635,0.07976251
3.18678E+17,11.85433092,0.2574381
3.18678E+17,11.43398312,0.09321474
3.18679E+17,11.48306305,0.2174963
3.18687E+17,11.39761291,0.07859993
3.18699E+17,10.84306341,0.1060603
3.18702E+17,11.6983041,0.1065516
3.18704E+17,10.98714701,0.07737058
3.18704E+17,11.16470431,0.1442309
3.1873E+17,11.1734332,0.0751919
3.18732E+17,11.35580969,0.07486483
3.18751E+17,11.56056897,0.1223151
3.18754E+17,10.80504871,0.07552423
3.1876E+17,12.09717759,0.3297995
3.18762E+17,11.26037566,0.1387113
3.18768E+17,11.28065181,0.1040173
3.18773E+17,10.47008209,0.02806723
3.18774E+17,11.28268601,0.1328058
3.18776E+17,12.05357374,0.2978613
3.18791E+17,11.3460638,0.1478331
3.18795E+17,11.55153016,0.2324459
3.18801E+17,11.85402228,0.2667741
3.18803E+17,11.28478015,0.1639723
3.19756E+17,11.69574211,0.1274274
3.19757E+17,11.01166918,0.121389
3.19778E+17,11.33551142,0.1800777
3.19782E+17,11.4930126,0.1794531
3.19782E+17,11.12194024,0.1323069
3.19782E+17,11.37149033,0.132238
3.19784E+17,11.13989609,0.1621052
3.19787E+17,11.58163998,0.1321807
3.19792E+17,11.52135802,0.1368406
3.19807E+17,11.55468311,0.2261851
3.19807E+17,11.60652889,0.1198176
3.19809E+17,11.59327637,0.2443525
3.19821E+17,11.7005551,0.1627071
3.19834E+17,11.73496836,0.1066618
3.19839E+17,11.49369241,0.08343033
3.19847E+17,11.77594789,0.2650891
3.19852E+17,11.755752,0.1939783
3.19857E+17,11.70094179,0.2609923
3.19869E+17,11.70314434,0.1952767
3.19875E+17,11.70879547,0.235932
3.19877E+17,11.72454667,0.2533673
3.19884E+17,11.38100647,0.1610087
3.19886E+17,11.41443706,0.1275378
3.19901E+17,11.27401329,0.07787271
3.19903E+17,11.71402784,0.2279592
3.19904E+17,11.51252948,0.2834333
3.19907E+17,11.01677974,0.07732046
3.1992E+17,11.64803484,0.2263219
3.19924E+17,11.63113859,0.228741
3.19927E+17,11.65376656,0.1689133
3.19928E+17,11.50229551,0.1299967
3.20882E+17,11.33059075,0.1163375
3.20893E+17,11.14972399,0.1147989
3.20894E+17,10.15834141,0.04699759
3.20896E+17,11.50189659,0.1670971
3.20901E+17,11.54132157,0.1190225
3.20911E+17,11.63981056,0.1686614
3.20914E+17,11.47841606,0.1728286
3.20914E+17,11.53989215,0.1651156
3.20925E+17,11.65112027,0.08122012
3.20934E+17,11.86157272,0.1782265
3.20938E+17,11.46173924,0.1212014
3.2094E+17,11.40654619,0.1210161
3.2094E+17,11.58211969,0.1455885
3.20944E+17,11.30612283,0.1244266
3.2095E+17,11.39647097,0.07698422
3.20952E+17,11.47227021,0.126864
3.20953E+17,11.35552271,0.1307117
3.20958E+17,11.36820757,0.1257988
3.20966E+17,11.90050811,0.259825
3.20968E+17,11.30332262,0.1084493
3.2098E+17,11.44816789,0.1061484
3.20981E+17,11.44172927,0.1995395
3.20991E+17,11.5150189,0.2001382
3.20995E+17,11.56816498,0.1997224
3.20995E+17,11.56493972,0.132517
3.20997E+17,11.53072508,0.1072425
3.20999E+17,11.17453977,0.1639634
3.21E+17,11.9038584,0.2531087
3.21007E+17,11.35122326,0.2020701
3.21013E+17,11.46612569,0.1786286
3.21015E+17,11.62987809,0.1984102
3.21026E+17,11.87596276,0.2003834
3.21031E+17,11.72184376,0.2510644
3.21037E+17,11.23473678,0.07853441
3.21039E+17,11.45424253,0.08521619
3.2104E+17,11.58552592,0.2461193
3.21044E+17,11.9027633,0.2572252
3.21047E+17,11.73872331,0.2426093
3.21052E+17,11.46968144,0.0819275
3.21056E+17,11.49243226,0.2098527
3.21057E+17,11.1918609,0.07973044
3.22008E+17,11.27291328,0.05985913
3.22009E+17,11.84564628,0.1805153
3.2201E+17,11.75517142,0.1845078
3.22013E+17,11.19137823,0.09956984
3.22018E+17,11.49043631,0.1165572
3.22019E+17,11.59476579,0.1800582
3.2202E+17,11.50047857,0.1790949
3.2202E+17,11.19073937,0.1105667
3.22024E+17,11.55921357,0.1121093
3.22027E+17,10.54210399,0.05047749
3.22027E+17,11.1220463,0.08215455
3.22028E+17,11.19304859,0.1830924
3.2203E+17,11.53167778,0.2184636
3.22037E+17,11.1241818,0.1300543
3.22043E+17,11.69009239,0.2023831
3.22057E+17,10.89856696,0.06317432
3.22061E+17,10.7878825,0.1180514
3.22066E+17,11.43216114,0.08288963
3.22068E+17,11.32726222,0.08185522
3.22068E+17,11.7902587,0.2580332
3.22072E+17,10.804153,0.0626367
3.22079E+17,10.80633029,0.1637342
3.2208E+17,11.21505121,0.1301625
3.22081E+17,11.49142472,0.2025895
3.22082E+17,12.11432588,0.2489565
3.22084E+17,11.44140212,0.09395093
3.22087E+17,11.60839383,0.09243958
3.22088E+17,11.55473555,0.1796427
3.22089E+17,11.78229038,0.1695047
3.2209E+17,11.46127292,0.2034241
3.22102E+17,10.73468368,0.0617091
3.22105E+17,11.55955373,0.1782645
3.22108E+17,12.00355112,0.2419445
3.22109E+17,10.43817106,0.02004178
3.2211E+17,11.27896565,0.1473754
3.22114E+17,11.77905844,0.2454045
3.22124E+17,10.9031816,0.1106435
3.22125E+17,11.64451604,0.1579932
3.22125E+17,11.4788615,0.1675235
3.22128E+17,11.53580247,0.2103031
3.22128E+17,11.98330448,0.2830647
3.22131E+17,11.86071812,0.2543732
3.22133E+17,11.68585885,0.1129949
3.22138E+17,11.59451382,0.1300623
3.22145E+17,10.48636635,0.04934281
3.22145E+17,11.7287003,0.158903
3.22148E+17,11.00053706,0.09234693
3.22155E+17,11.40484456,0.1131904
3.22156E+17,11.42399138,0.1108948
3.2217E+17,11.74911684,0.2039831
3.22173E+17,11.76170247,0.2629539
3.22183E+17,10.4773825,0.03664962
3.23136E+17,11.51657431,0.07080477
3.23143E+17,11.15030988,0.1182402
3.23152E+17,11.30440687,0.07154355
3.23156E+17,11.33273461,0.07594268
3.2316E+17,11.58952643,0.08189056
3.23164E+17,11.84605231,0.2047761
3.23169E+17,11.57683619,0.1782912
3.2317E+17,11.2791822,0.08145477
3.23178E+17,11.56519901,0.200656
3.23187E+17,11.4351427,0.1163223
3.2319E+17,11.21304002,0.06315242
3.23193E+17,10.52587206,0.0349818
3.232E+17,11.67346196,0.21112
3.23201E+17,11.86953135,0.1798101
3.23206E+17,11.71948138,0.1849029
3.23221E+17,11.34669642,0.1290994
3.23236E+17,11.56584833,0.07774515
3.23237E+17,9.575335751,0.01996788
3.23246E+17,10.93660291,0.07854824
3.23247E+17,11.02744967,0.02040824
3.23256E+17,11.42948164,0.1250986
3.23259E+17,11.98695777,0.2716078
3.23263E+17,11.74524137,0.1822973
3.23272E+17,11.73155649,0.1838239
3.23272E+17,11.28242784,0.07464101
3.23273E+17,11.71815222,0.183699
3.23273E+17,11.49369583,0.1734924
3.23274E+17,11.56759736,0.1800888
3.26634E+17,11.53840883,0.2009573
3.26637E+17,11.03324608,0.07649778
3.26639E+17,11.00319609,0.1472121
3.2665E+17,12.13694475,0.3389705
3.26654E+17,11.75429039,0.2417649
3.26655E+17,11.65414643,0.1938568
3.2666E+17,11.20797897,0.02301519
3.26664E+17,11.61590247,0.1894281
3.2667E+17,11.5886668,0.2041553
3.26672E+17,11.80693597,0.1168804
3.26676E+17,11.7081717,0.2165039
3.26678E+17,11.50163665,0.07334042
3.26681E+17,11.05599172,0.04634102
3.27638E+17,10.64780029,0.04742757
3.27647E+17,11.61618481,0.08894964
3.27649E+17,10.7929878,0.08893148
3.27651E+17,11.20071291,0.1464602
3.27659E+17,11.68778619,0.2218071
3.2766E+17,11.78100685,0.1679665
3.2766E+17,11.45384733,0.1661118
3.27667E+17,11.49928915,0.1268579
3.27672E+17,11.30073084,0.1673883
3.27675E+17,11.40764533,0.1430769
3.27681E+17,11.91746253,0.2310462
3.27682E+17,11.79461916,0.2322086
3.27684E+17,11.69121281,0.04824489
3.27688E+17,11.25422952,0.04795963
3.277E+17,11.50062849,0.04726552
3.2771E+17,11.64101597,0.1686567
3.27712E+17,11.54452062,0.1700471
3.27717E+17,11.50089716,0.1704433
3.27721E+17,11.44504797,0.2222881
3.27722E+17,11.47296917,0.1390123
3.27722E+17,11.45958822,0.1507021
3.27724E+17,11.06965352,0.07213411
3.27729E+17,11.42482833,0.1451811
3.27738E+17,10.50018094,0.02291869
3.27753E+17,11.26643517,0.07977258
3.27758E+17,11.2571442,0.1450329
3.27765E+17,11.52706918,0.1152659
3.27772E+17,11.54978696,0.2256601
3.27779E+17,11.15854866,0.07035113
3.27782E+17,11.60635906,0.08976667
3.27791E+17,11.41070652,0.08106771
3.278E+17,11.94538297,0.0891883
3.27801E+17,11.5343583,0.0878842
3.27802E+17,11.55941315,0.1308557
3.28777E+17,11.72032078,0.1806652
3.28778E+17,11.1558478,0.07130298
3.28789E+17,11.36188194,0.08318309
3.28792E+17,11.26990686,0.1696978
3.28802E+17,11.84200596,0.1911156
3.28808E+17,11.64374662,0.147107
3.28809E+17,11.51583544,0.1463947
3.28814E+17,11.22664092,0.1689004
3.28828E+17,10.91932965,0.08858068
3.28834E+17,11.32640221,0.08187259
3.28837E+17,11.77336003,0.2421841
3.28839E+17,11.43748337,0.1259064
3.28844E+17,11.75058758,0.2432003
3.28849E+17,11.25458589,0.1452388
3.28871E+17,10.92417865,0.09016155
3.28879E+17,11.38223387,0.0907683
3.2888E+17,10.89372744,0.0466087
3.28885E+17,11.60933932,0.2294261
3.28891E+17,11.37377356,0.1070043
3.28893E+17,10.92720837,0.07161345
3.28895E+17,11.58881489,0.2410661
3.28896E+17,10.86858302,0.0578446
3.28901E+17,11.56221607,0.1219317
3.28919E+17,11.6516908,0.2021562
3.2893E+17,11.43206469,0.2051732
3.28935E+17,11.37695432,0.04762629
3.28938E+17,10.69464859,0.04754457
3.29892E+17,11.09163563,0.08523802
3.29896E+17,12.00443121,0.3104381
3.29898E+17,11.49325267,0.1842771
3.29903E+17,11.18802254,0.1691041
3.29913E+17,10.45547175,0.04660146
3.29921E+17,11.57613644,0.1705758
3.29924E+17,11.55946535,0.1835608
3.29929E+17,11.7479239,0.192633
3.2993E+17,11.55951313,0.08037489
3.2994E+17,11.3646224,0.180151
3.29941E+17,11.56615133,0.1335346
3.29942E+17,11.28420967,0.1624147
3.29945E+17,11.57189012,0.2271278
3.29952E+17,10.9910868,0.04716412
3.29958E+17,10.99306815,0.1246864
